ID,Name,Concepticon_ID,Concepticon_Gloss,GBIF_ID,GBIF_NAME,canonicalName,rank,kingdom,kingdomKey,phylum,phylumKey,class_,classKey,order,orderKey,family,familyKey,genus,genusKey
cercotrichasgalactotes,Cercotrichas galactotes,,,2492478,"Cercotrichas galactotes (Temminck, 1820)",Cercotrichas galactotes,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Muscicapidae,9322,Erythropygia,4845640
cercotrichaspodobe,Cercotrichas podobe,,,2492476,"Cercotrichas podobe (Statius Muller, 1776)",Cercotrichas podobe,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Muscicapidae,9322,Cercotrichas,2492468
chalcidesocellatus,Chalcides ocellatus,,,5225137,"Chalcides ocellatus (Forskal, 1775)",Chalcides ocellatus,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Scincidae,9115,Chalcides,9133068
chamaecristaabsus,Chamaecrista absus,,,2949868,Chamaecrista absus (L.) H.S.Irwin & Barneby,Chamaecrista absus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Chamaecrista,2949492
chamaecristamimosoides,Chamaecrista mimosoides,,,2949769,Chamaecrista mimosoides (L.) Greene,Chamaecrista mimosoides,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Chamaecrista,2949492
chamaecristanigricans,Chamaecrista nigricans,,,2950539,Chamaecrista nigricans Greene,Chamaecrista nigricans,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Chamaecrista,2949492
chamaeleoafricanus,Chamaeleo africanus,,,2448980,"Chamaeleo africanus Laurenti, 1768",Chamaeleo africanus,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Chamaeleonidae,9453,Chamaeleo,9183678
chlorispilosa,Chloris pilosa,,,4142045,Chloris pilosa Schumach. & Thonn.,Chloris pilosa,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Chloris,2702742
chlorophytumgallabatense,Chlorophytum gallabatense,,,2774366,Chlorophytum gallabatense Schweinf. ex Baker,Chlorophytum gallabatense,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Chlorophytum,9388590
chrotogonussenegalensis,Chrotogonus senegalensis,,,1727587,"Chrotogonus senegalensis Krauss, 1877",Chrotogonus senegalensis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Pyrgomorphidae,5928,Chrotogonus,1710711
chrozophorabrocchiana,Chrozophora brocchiana,,,3054436,Chrozophora brocchiana Schweinf.,Chrozophora brocchiana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Chrozophora,3054428
chrysopogonnigritanus,Chrysopogon nigritanus,,,5677535,Chrysopogon nigritanus (Benth.) Veldkamp,Chrysopogon nigritanus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Chrysopogon,2705672
ciconiaabdimii,Ciconia abdimii,,,2481915,"Ciconia abdimii Lichtenstein, 1823",Ciconia abdimii,SPECIES,Animalia,1,Chordata,44,Aves,212,Ciconiiformes,839,Ciconiidae,9289,Ciconia,2481908
ciconiaciconia,Ciconia ciconia,,,2481912,"Ciconia ciconia (Linnaeus, 1758)",Ciconia ciconia,SPECIES,Animalia,1,Chordata,44,Aves,212,Ciconiiformes,839,Ciconiidae,9289,Ciconia,2481908
cienfuegosiadigitata,Cienfuegosia digitata,,,3938079,Cienfuegosia digitata Cav.,Cienfuegosia digitata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Cienfuegosia,3152245
cissuspopulnea,Cissus populnea,,,4053587,Cissus populnea Guill. & Perr.,Cissus populnea,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Vitales,7222050,Vitaceae,6672,Cissus,3039160
cissusquadrangularis,Cissus quadrangularis,,,7130673,Cissus quadrangularis L.,Cissus quadrangularis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Vitales,7222050,Vitaceae,6672,Cissus,3039160
citharinuslatus,Citharinus latus,,,2355311,"Citharinus latus Müller, Troschel & Troschel, 1844",Citharinus latus,SPECIES,Animalia,1,Chordata,44,Actinopterygii,204,Characiformes,537,Citharinidae,7202,Citharinus,2355310
citrulluscolocynthis,Citrullus colocynthis,,,2874622,Citrullus colocynthis (L.) Schrad.,Citrullus colocynthis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Citrullus,2874620
citrulluslanatus,Citrullus lanatus,,,2874621,Citrullus lanatus (Thunb.) Matsumura & Nakai,Citrullus lanatus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Citrullus,2874620
citruslimon,Citrus limon,,,3190171,Citrus limon (L.) Burm.f.,Citrus limon,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Rutaceae,2396,Citrus,3190155
citrusmaxima,Citrus maxima,,,3190160,Citrus maxima (Burm.) Merr.,Citrus maxima,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Rutaceae,2396,Citrus,3190155
citrussinensis,Citrus sinensis,,,3190176,Citrus taitensis Risso,Citrus taitensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Rutaceae,2396,Citrus,3190155
civettictiscivetta,Civettictis civetta,,,2434634,"Civettictis civetta (Schreber, 1776)",Civettictis civetta,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Viverridae,5312,Civettictis,2434633
clamatorlevaillantii,Clamator levaillantii,,,2496465,"Clamator levaillantii (Swainson, 1829)",Clamator levaillantii,SPECIES,Animalia,1,Chordata,44,Aves,212,Cuculiformes,1492,Cuculidae,9309,Clamator,2496463
cleomesp,Cleome sp.,,,8126566,Cleomella sparsifolia (S.Watson) J.C.Hall & Roalson,Cleomella sparsifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Cleomaceae,3845332,Cleomella,3054240
cocciniagrandis,Coccinia grandis,,,2874564,Coccinia grandis (L.) Voigt,Coccinia grandis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Coccinia,2874563
cochlospermumplanchonii,Cochlospermum planchonii,,,7409011,Cochlospermum planchonii Hook.f. ex Planch.,Cochlospermum planchonii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Bixaceae,6637,Cochlospermum,2874864
colacordifolia,Cola cordifolia,,,7997102,Cola cordifolia R.Br.,Cola cordifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Cola,3152143
colalaurifolia,Cola laurifolia,,,8123672,Cola laurifolia Mast.,Cola laurifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Cola,3152143
columbaguinea,Columba guinea,,,5231817,"Columba guinea Linnaeus, 1758",Columba guinea,SPECIES,Animalia,1,Chordata,44,Aves,212,Columbiformes,1446,Columbidae,5233,Columba,2495404
columbalivia,Columba livia,,,2495414,"Columba livia Gmelin, 1789",Columba livia,SPECIES,Animalia,1,Chordata,44,Aves,212,Columbiformes,1446,Columbidae,5233,Columba,2495404
combretumaculeatum,Combretum aculeatum,,,3698905,Combretum aculeatum Vent.,Combretum aculeatum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357
combretumadenogonium,Combretum adenogonium,,,3698812,Combretum adenogonium Steud. ex A.Rich.,Combretum adenogonium,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357
combretumcollinumhypopilinum,Combretum collinum hypopilinum,,,7558056,Combretum collinum subsp. hypopilinum (Diels) Okafor,Combretum collinum hypopilinum,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357
combretumglutinosum,Combretum glutinosum,,,3698250,Combretum glutinosum Perr. ex DC.,Combretum glutinosum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357
combretummicranthum,Combretum micranthum,,,3698309,Combretum micranthum G.Don,Combretum micranthum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357
combretumnioroense,Combretum nioroense,,,3699787,Combretum nioroense Aubrév. ex Keay,Combretum nioroense,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357
combretumpaniculatum,Combretum paniculatum,,,7166895,Combretum paniculatum Vent.,Combretum paniculatum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Combretum,2986357
commelinabenghalensisbenghalensis,Commelina benghalensis benghalensis,,,2763941,Commelina benghalensis L.,Commelina benghalensis,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Commelina,2763939
commelinaforskalaei,Commelina forskalaei,,,3697010,Commelina forskalaei Vahl,Commelina forskalaei,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Commelina,2763939
commelinalivingstonii,Commelina Livingstonii,,,8268360,Commelina erecta subsp. livingstonii (C.B.Clarke) J.K.Morton,Commelina erecta livingstonii,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Commelina,2763939
commiphoraafricana,Commiphora africana,,,7286896,Commiphora africana (Rich.) Engl.,Commiphora africana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Burseraceae,6659,Commiphora,2972896
commiphorapedunculata,Commiphora pedunculata,,,3993856,Commiphora pedunculata Engl.,Commiphora pedunculata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Burseraceae,6659,Commiphora,2972896
coniestaignefusalis,Coniesta ignefusalis,,,1889701,"Coniesta ignefusalis Hampson, 1919",Coniesta ignefusalis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Crambidae,8841,Coniesta,1889700
conocephalusconocephalus,Conocephalus conocephalus,,,1683285,"Conocephalus conocephalus (Linnaeus, 1767)",Conocephalus conocephalus,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Tettigoniidae,3991,Conocephalus,1682933
coraciasabyssinicus,Coracias abyssinicus,,,2475373,"Coracias abyssinicus Hermann, 1783",Coracias abyssinicus,SPECIES,Animalia,1,Chordata,44,Aves,212,Coraciiformes,1447,Coraciidae,9307,Coracias,2475359
corchorus,Corchorus,,,3032212,Corchorus L.,Corchorus,GENUS,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Corchorus,3032212
corchorusolitorius,Corchorus olitorius,,,3152084,Corchorus olitorius L.,Corchorus olitorius,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Corchorus,3032212
corchorustridens,Corchorus tridens,,,3152090,Corchorus tridens L.,Corchorus tridens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Corchorus,3032212
cordiamyxa,Cordia myxa,,,10031650,Cordia myxa,Cordia myxa,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Aphrophoridae,3764,Cordia,2016303
cordiasinensis,Cordia sinensis,,,5660676,Cordia sinensis Lam.,Cordia sinensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Ehretiaceae,4923856,Cordia,2900865
corvusalbus,Corvus albus,,,2482519,"Corvus albus Statius Muller, 1776",Corvus albus,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Corvidae,5235,Corvus,2482468
corvusruficollis,Corvus ruficollis,,,2482479,"Corvus ruficollis Lesson, 1831",Corvus ruficollis,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Corvidae,5235,Corvus,2482468
crataevaadansoniisubspodora,Crataeva adansonii subsp. odora,,,7737878,Crateva adansonii subsp. odora (Buch.-Ham.) Jacobs,Crateva adansonii odora,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Capparaceae,3111,Crateva,3054261
creoleonafricanus,Creoleon africanus,,,2098554,"Creoleon africanus (Rambur, 1842)",Creoleon africanus,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Neuroptera,1501,Myrmeleontidae,5471,Creoleon,2098506
cricetomysgambianus,Cricetomys gambianus,,,2438550,"Cricetomys gambianus Waterhouse, 1840",Cricetomys gambianus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Nesomyidae,3240581,Cricetomys,2438549
criniferpiscator,Crinifer piscator,,,2475211,"Crinifer piscator (Boddaert, 1783)",Crinifer piscator,SPECIES,Animalia,1,Chordata,44,Aves,212,Musophagiformes,1444,Musophagidae,5258,Crinifer,2475210
crinumornatum,Crinum ornatum,,,2853725,Crinum ornatum (L.f.) Herb.,Crinum ornatum,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Crinum,2773870
crociduracinderella,Crocidura cinderella,,,2435755,"Crocidura cinderella Thomas, 1911",Crocidura cinderella,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Soricomorpha,803,Soricidae,5534,Crocidura,2435528
crocodylusniloticus,Crocodylus niloticus,,,2441341,"Crocodylus niloticus Laurenti, 1768",Crocodylus niloticus,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Crocodylia,704,Crocodylidae,5685,Crocodylus,2441321
crocutacrocuta,Crocuta crocuta,,,5218781,"Crocuta crocuta (Erxleben, 1777)",Crocuta crocuta,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Hyaenidae,5306,Crocuta,2433504
crossotusalbicollis,Crossotus albicollis,,,1153530,"Crossotus albicollis Guérin-Méneville, 1844",Crossotus albicollis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Cerambycidae,5602,Crossotus,1153718
crotalariaatrorubens,Crotalaria atrorubens,,,2942344,Crotalaria atrorubens Hochst. ex Benth.,Crotalaria atrorubens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719
crotalariacomosa,Crotalaria comosa,,,2942227,Crotalaria comosa Baker,Crotalaria comosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719
crotalariacuspidata,Crotalaria cuspidata,,,2942595,Crotalaria cuspidata Taub.,Crotalaria cuspidata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719
crotalariacylindrocarpa,Crotalaria cylindrocarpa,,,2941760,Crotalaria cylindrocarpa DC.,Crotalaria cylindrocarpa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719
crotalariapodocarpa,Crotalaria podocarpa,,,2942954,Crotalaria podocarpa DC.,Crotalaria podocarpa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719
crotalariaretusa,Crotalaria retusa,,,2942610,Crotalaria retusa L.,Crotalaria retusa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Crotalaria,2941719
cryptocatantopshaemorrhoidalis,Cryptocatantops haemorrhoidalis,,,1707609,"Cryptocatantops haemorrhoidalis (Krauss, 1877)",Cryptocatantops haemorrhoidalis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Cryptocatantops,1707600
ctenolepiscerasiformis,Ctenolepis cerasiformis,,,3623378,Blastania cerasiformis (Stocks) A.Meeuse,Blastania cerasiformis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Blastania,7317631
cucumismelosubspagrestisvaragrestisnaudin,Cucumis melo subsp. agrestis var. agrestis Naudin,,,6422790,Cucumis melo subsp. agrestis (Naudin) Pangalo,Cucumis melo agrestis,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Cucumis,2874568
cucumisprophetarumprophetarum,Cucumis prophetarum prophetarum,,,7344962,Cucumis prophetarum subsp. prophetarum,Cucumis prophetarum prophetarum,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Cucumis,2874568
cucumispustulatus,Cucumis pustulatus,,,4939974,Cucumis pustulatus Hook.f.,Cucumis pustulatus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Cucumis,2874568
cucurbita,Cucurbita,,,7853991,"Cucurbita Jablonský, 1973",Cucurbita,GENUS,Chromista,4,Foraminifera,8376456,Tubothalamea,8297263,Miliolida,8238441,Milioliporidae,8358636,Cucurbita,7853991
cursoriustemminckii,Cursorius temminckii,,,2480745,"Cursorius temminckii Swainson, 1822",Cursorius temminckii,SPECIES,Animalia,1,Chordata,44,Aves,212,Charadriiformes,7192402,Glareolidae,5245,Cursorius,2480739
cyaneolyttachopardi,Cyaneolytta chopardi,,,4740211,"Cyaneolytta Péringuey, 1909",Cyaneolytta,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Meloidae,4742,Cyaneolytta,4740211
cyanotislanata,Cyanotis lanata,,,5303394,Cyanotis lanata Benth.,Cyanotis lanata,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Commelinaceae,2763195,Cyanotis,2756532
cybister,Cybister,,,1038678,"Cybister Curtis, 1827",Cybister,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Dytiscidae,7824,Cybister,1038678
cymbopogoncaesiusgiganteus,Cymbopogon caesius giganteus,,,4151098,Cymbopogon caesius subsp. giganteus (Chiov.) Sales,Cymbopogon caesius giganteus,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Cymbopogon,2705264
cymbopogonschoenanthus,Cymbopogon schoenanthus,,,2705269,Cymbopogon schoenanthus Spreng.,Cymbopogon schoenanthus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Cymbopogon,2705264
cynanchumhastifolium,Cynanchum hastifolium,,,7312422,Cynanchum hastifolium N.E.Br.,Cynanchum hastifolium,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Cynanchum,3170354
cynanchumviminale,Cynanchum viminale,,,7504382,Cynanchum viminale L.,Cynanchum viminale,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Cynanchum,3170354
cynodondactylon,Cynodon dactylon,,,6109637,Cynodon dactylon (L.) Pers.,Cynodon dactylon,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Cynodon,2703525
cyperusamabilis,Cyperus amabilis,,,2716444,Cyperus amabilis Vahl,Cyperus amabilis,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455
cyperusarticulatus,Cyperus articulatus,,,2713638,Cyperus articulatus L.,Cyperus articulatus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455
cyperusesculentus,Cyperus esculentus,,,2716226,Cyperus esculentus L.,Cyperus esculentus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455
cyperusiria,Cyperus iria,,,2715729,Cyperus iria L.,Cyperus iria,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455
cyperusmaculatus,Cyperus maculatus,,,2715867,Cyperus maculatus Boeckeler,Cyperus maculatus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455
cyperusrotundus,Cyperus rotundus,,,2714818,Cyperus rotundus L.,Cyperus rotundus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455
cyperusspp,Cyperus spp.,,,2713455,Cyperus L.,Cyperus,GENUS,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455
cyperussquarrosus,Cyperus squarrosus,,,2714313,Cyperus squarrosus L.,Cyperus squarrosus,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Cyperus,2713455
cyphostemmacymosumdesc,Cyphostemma cymosum Desc.,,,7293702,Cyphostemma cymosum (Schumach. & Thonn.) Desc.,Cyphostemma cymosum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Vitales,7222050,Vitaceae,6672,Cyphostemma,7293685
cypsiurusparvus,Cypsiurus parvus,,,2477093,"Cypsiurus parvus (Lichtenstein, 1823)",Cypsiurus parvus,SPECIES,Animalia,1,Chordata,44,Aves,212,Apodiformes,1448,Apodidae,2993,Cypsiurus,2477092
dactylocteniumaegyptium,Dactyloctenium aegyptium,,,2706188,Dactyloctenium aegyptium (L.) Willd.,Dactyloctenium aegyptium,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Dactyloctenium,2706187
dalbergiamelanoxylon,Dalbergia melanoxylon,,,2968897,Dalbergia melanoxylon Guill. & Perr.,Dalbergia melanoxylon,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Dalbergia,2968358
dalechampiaparvifolia,Dalechampia parvifolia,,,3055649,Dalechampia parvifolia Lam.,Dalechampia parvifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Dalechampia,3055556
damaliscuskorrigum,Damaliscus korrigum,,,7261430,"Damaliscus korrigum (Ogilby, 1837)",Damaliscus korrigum,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Damaliscus,2441039
danielliaoliveri,Daniellia oliveri,,,2948733,Daniellia oliveri (Rolfe) Hutch. & Dalziel,Daniellia oliveri,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Daniellia,2948719
daucuscarota,Daucus carota,,,3034742,Daucus carota L.,Daucus carota,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Apiales,1351,Apiaceae,6720,Daucus,3034740
deltaemarginatum,Delta emarginatum,,,5036655,"Delta emarginatum (Linnaeus, 1758)",Delta emarginatum,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Eumenidae,4240,Delta,1330315
dendrocygnabicolor,Dendrocygna bicolor,,,2498402,"Dendrocygna bicolor (Vieillot, 1816)",Dendrocygna bicolor,SPECIES,Animalia,1,Chordata,44,Aves,212,Anseriformes,1108,Anatidae,2986,Dendrocygna,2498392
dendrocygnaviduata,Dendrocygna viduata,,,2498396,"Dendrocygna viduata (Linnaeus, 1766)",Dendrocygna viduata,SPECIES,Animalia,1,Chordata,44,Aves,212,Anseriformes,1108,Anatidae,2986,Dendrocygna,2498392
dendropicosgoertae,Dendropicos goertae,,,2478424,"Dendropicos goertae (Statius Muller, 1776)",Dendropicos goertae,SPECIES,Animalia,1,Chordata,44,Aves,212,Piciformes,724,Picidae,9333,Dendropicos,2478384
desmodiumhirtum,Desmodium hirtum,,,2967795,Desmodium hirtum Guill. & Perr.,Desmodium hirtum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Desmodium,2967050
detariummicrocarpum,Detarium microcarpum,,,2961176,Detarium microcarpum Guill. & Perr.,Detarium microcarpum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Detarium,2961173
detariumsenegalense,Detarium senegalense,,,2961177,Detarium senegalense J.F.Gmel.,Detarium senegalense,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Detarium,2961173
diabolocatantopsaxillaris,Diabolocatantops axillaris,,,1713577,"Diabolocatantops axillaris (Thunberg, 1815)",Diabolocatantops axillaris,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Diabolocatantops,1713571
dichrostachyscinerea,Dichrostachys cinerea,,,2975891,Dichrostachys cinerea (L.) Wight & Arn.,Dichrostachys cinerea,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Dichrostachys,2975868
dicomatomentosa,Dicoma tomentosa,,,3103375,Dicoma tomentosa Cass.,Dicoma tomentosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Dicoma,3103338
digitariaciliarisvarciliaris,Digitaria ciliaris var. ciliaris,,,5289998,Digitaria ciliaris (Retz.) Koeler,Digitaria ciliaris,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Digitaria,2704525
digitaria,Digitaria,,,2704525,Digitaria Haller,Digitaria,GENUS,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Digitaria,2704525
digitariaexilis,Digitaria exilis,,,5289953,Digitaria exilis Stapf,Digitaria exilis,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Digitaria,2704525
diheteropogonhagerupii,Diheteropogon hagerupii,,,4125105,Diheteropogon hagerupii Hitchcock,Diheteropogon hagerupii,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Diheteropogon,4125094
dinothrombiumtinctorium,Dinothrombium tinctorium,,,,,,,,,,,,,,,,,,
dioscoreaalata,Dioscorea alata,,,2754476,Dioscorea alata L.,Dioscorea alata,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Dioscoreales,1171,Dioscoreaceae,7694,Dioscorea,2754367
diospyrosmespiliformis,Diospyros mespiliformis,,,4071204,Diospyros mespiliformis Hochst. ex A.DC.,Diospyros mespiliformis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Ebenaceae,6709,Diospyros,3030169
