ID,Name,Concepticon_ID,Concepticon_Gloss,GBIF_ID,GBIF_NAME,canonicalName,rank,kingdom,kingdomKey,phylum,phylumKey,class_,classKey,order,orderKey,family,familyKey,genus,genusKey
dipcadiviride,Dipcadi viride,,,2768199,Dipcadi viride Moench,Dipcadi viride,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Asparagaceae,7683,Dipcadi,8407883
duroniachloronota,Duronia chloronota,,,1702272,"Duronia chloronota (Stål, 1876)",Duronia chloronota,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Duronia,1702271
echinochloacolona,Echinochloa colona,,,2702812,Echinochloa colona (L.) Link,Echinochloa colona,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Echinochloa,2702794
echinochloa,Echinochloa,,,2702794,Echinochloa P.Beauv.,Echinochloa,GENUS,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Echinochloa,2702794
echinochloapyramidalis,Echinochloa pyramidalis,,,2702805,Echinochloa pyramidalis Hitchc. & Chase,Echinochloa pyramidalis,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Echinochloa,2702794
echinochloastagnina,Echinochloa stagnina,,,2702806,Echinochloa stagnina P.Beauv.,Echinochloa stagnina,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Echinochloa,2702794
echinopspappii,Echinops pappii,,,5392909,Echinops pappii Chiov.,Echinops pappii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Echinops,3109550
echisleucogaster,Echis leucogaster,,,2443885,"Echis leucogaster Roman, 1972",Echis leucogaster,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Viperidae,5024,Echis,2444094
echisocellatus,Echis ocellatus,,,2443880,"Echis ocellatus Stemmler, 1970",Echis ocellatus,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Viperidae,5024,Echis,2444094
ecliptaprostrata,Eclipta prostrata,,,5384950,Eclipta prostrata L.,Eclipta prostrata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Eclipta,3086569
eidolonhelvum,Eidolon helvum,,,2432851,"Eidolon helvum (Kerr, 1792)",Eidolon helvum,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Chiroptera,734,Pteropodidae,9367,Eidolon,2432849
elaeisguineensis,Elaeis guineensis,,,2731882,Elaeis guineensis Jacq.,Elaeis guineensis,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Arecales,552,Arecaceae,7681,Elaeis,2731881
eleocharisacutangula,Eleocharis acutangula,,,2716800,Eleocharis acutangula Schult.,Eleocharis acutangula,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Eleocharis,2716791
eleusineindica,Eleusine indica,,,2705953,Eleusine indica (L.) Gaertn.,Eleusine indica,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Eleusine,2705952
elionuruselegans,Elionurus elegans,,,4114815,Elionurus elegans Kunth,Elionurus elegans,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Elionurus,2703619
emberizaflaviventris,Emberiza flaviventris,,,2491478,"Emberiza flaviventris Stephens, 1815",Emberiza flaviventris,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Emberizidae,9608,Emberiza,2491468
emberizastriolatasahari,Emberiza striolata sahari,,,8862378,Emberiza sahari sahari,Emberiza sahari sahari,SUBSPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Emberizidae,9608,Emberiza,2491468
emberizatahapisi,Emberiza tahapisi,,,2491491,"Emberiza tahapisi A.Smith, 1836",Emberiza tahapisi,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Emberizidae,9608,Emberiza,2491468
empusaguttula,Empusa guttula,,,5048827,"Empusa guttula (Thunberg, 1815)",Empusa guttula,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Mantodea,788,Empusidae,9381,Empusa,1406718
endostemontereticaulis,Endostemon tereticaulis,,,3899585,Endostemon tereticaulis (Poir.) M.Ashby,Endostemon tereticaulis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Endostemon,7308831
entadaafricana,Entada africana,,,2976222,Entada africana Guill. & Perr.,Entada africana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Entada,2976182
enteropogonprieurii,Enteropogon prieurii,,,5290205,Enteropogon prieurii (Kunth) Clayton,Enteropogon prieurii,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Enteropogon,2706314
equusquagga,Equus quagga,,,2440892,"Equus quagga Boddaert, 1785",Equus quagga,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Perissodactyla,795,Equidae,5479,Equus,8652950
eragrostisciliaris,Eragrostis ciliaris,,,2705373,Eragrostis ciliaris (L.) R.Br.,Eragrostis ciliaris,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Eragrostis,2705322
eragrostis,Eragrostis,,,2705322,Eragrostis Wolf,Eragrostis,GENUS,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Eragrostis,2705322
eragrostisgangetica,Eragrostis gangetica,,,2705384,Eragrostis gangetica Steud.,Eragrostis gangetica,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Eragrostis,2705322
eragrostispilosa,Eragrostis pilosa,,,2705400,Eragrostis pilosa P.Beauv.,Eragrostis pilosa,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Eragrostis,2705322
eragrostistremula,Eragrostis tremula,,,4139754,Eragrostis tremula (Lam.) Hochst. ex Steud.,Eragrostis tremula,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Eragrostis,2705322
eremiaphilareticulata,Eremiaphila reticulata,,,1404109,"Eremiaphila reticulata Chopard, 1941",Eremiaphila reticulata,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Mantodea,788,Eremiaphilidae,9382,Eremiaphila,1404075
eremomelapusilla,Eremomela pusilla,,,2492972,"Eremomela pusilla Hartlaub, 1857",Eremomela pusilla,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Cisticolidae,9293,Eremomela,2492968
eremopterixleucotis,Eremopterix leucotis,,,2490692,"Eremopterix leucotis (Stanley, 1814)",Eremopterix leucotis,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Alaudidae,7211,Eremopterix,2490688
eremopterixnigriceps,Eremopterix nigriceps,,,2490694,"Eremopterix nigriceps (Gould, 1839)",Eremopterix nigriceps,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Alaudidae,7211,Eremopterix,2490688
erythrinasenegalensis,Erythrina senegalensis,,,5349683,Erythrina senegalensis DC.,Erythrina senegalensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Erythrina,2945830
erythrocebuspatas,Erythrocebus patas,,,2436548,"Erythrocebus patas (Schreber, 1774)",Erythrocebus patas,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Primates,798,Cercopithecidae,9622,Erythrocebus,2436547
eucalyptusastringens,Eucalyptus astringens,,,3176973,Eucalyptus astringens (Maiden) Maiden,Eucalyptus astringens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Myrtaceae,5014,Eucalyptus,7493935
euphorbiaaustrooccidentalis,Euphorbia austro-occidentalis,,,3916935,Euphorbia austro-occidentalis Thell.,Euphorbia austro-occidentalis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,3063749
euphorbiabalsamifera,Euphorbia balsamifera,,,3069871,Euphorbia balsamifera Ait.,Euphorbia balsamifera,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,3063749
euphorbiachapmanii,Euphorbia chapmanii,,,3067421,Euphorbia chapmanii Oudejans,Euphorbia chapmanii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,3063749
euphorbiahirta,Euphorbia hirta,,,3068937,Euphorbia hirta L.,Euphorbia hirta,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,3063749
euphorbiasudanica,Euphorbia sudanica,,,3068468,Euphorbia sudanica A.Chev.,Euphorbia sudanica,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Euphorbia,3063749
euplectesfranciscanus,Euplectes franciscanus,,,2494086,"Euplectes franciscanus (Isert, 1789)",Euplectes franciscanus,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Ploceidae,9336,Euplectes,2494085
euplocastrigosa,Euploca strigosa,,,4062306,Euploca strigosa (Willd.) Diane & Hilger,Euploca strigosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Heliotropiaceae,4930387,Euploca,7917854
eupodotissenegalensis,Eupodotis senegalensis,,,2474890,"Eupodotis senegalensis (Vieillot, 1820)",Eupodotis senegalensis,SPECIES,Animalia,1,Chordata,44,Aves,212,Otidiformes,8708973,Otididae,9610,Eupodotis,2474886
eurysternacrisbrevipes,Eurysternacris brevipes,,,1704398,"Eurysternacris brevipes Chopard, 1947",Eurysternacris brevipes,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Eurysternacris,1704397
evolvulusalsinoides,Evolvulus alsinoides,,,2928673,Evolvulus alsinoides L.,Evolvulus alsinoides,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Evolvulus,2928670
faidherbiaalbida,Faidherbia albida,,,5360150,Faidherbia albida (Delile) A.Chev.,Faidherbia albida,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Faidherbia,2977374
falcoalopex,Falco alopex,,,2481002,"Falco alopex (Heuglin, 1861)",Falco alopex,SPECIES,Animalia,1,Chordata,44,Aves,212,Falconiformes,7191407,Falconidae,5240,Falco,2480996
falcoardosiaceus,Falco ardosiaceus,,,2481031,"Falco ardosiaceus Vieillot, 1823",Falco ardosiaceus,SPECIES,Animalia,1,Chordata,44,Aves,212,Falconiformes,7191407,Falconidae,5240,Falco,2480996
falcobiarmicus,Falco biarmicus,,,8014966,"Falco biarmicus Temminck, 1825",Falco biarmicus,SPECIES,Animalia,1,Chordata,44,Aves,212,Falconiformes,7191407,Falconidae,5240,Falco,2480996
falcochicquera,Falco chicquera,,,2481019,"Falco chicquera Daudin, 1800",Falco chicquera,SPECIES,Animalia,1,Chordata,44,Aves,212,Falconiformes,7191407,Falconidae,5240,Falco,2480996
falcoperegrinus,Falco peregrinus,,,2481047,"Falco peregrinus Tunstall, 1771",Falco peregrinus,SPECIES,Animalia,1,Chordata,44,Aves,212,Falconiformes,7191407,Falconidae,5240,Falco,2480996
falcotinnunculus,Falco tinnunculus,,,9616058,"Falco tinnunculus Linnaeus, 1758",Falco tinnunculus,SPECIES,Animalia,1,Chordata,44,Aves,212,Falconiformes,7191407,Falconidae,5240,Falco,2480996
farsetiastenoptera,Farsetia stenoptera,,,3047999,Farsetia stenoptera Hochst.,Farsetia stenoptera,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Farsetia,3047965
farsetiastylosa,Farsetia stylosa,,,3047985,Farsetia stylosa R.Br.,Farsetia stylosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Brassicaceae,3112,Farsetia,3047965
feliscatus,Felis catus,,,2435035,"Felis catus Linnaeus, 1758",Felis catus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Felidae,9703,Felis,2435022
felismargarita,Felis margarita,,,2435028,"Felis margarita Loche, 1858",Felis margarita,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Felidae,9703,Felis,2435022
felissylvestrisschreber1775,"Felis sylvestris Schreber, 1775",,,7964291,"Felis silvestris Schreber, 1777",Felis silvestris,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Felidae,9703,Felis,2435022
feretiaapodanthera,Feretia apodanthera,,,2899651,Feretia apodanthera Delile,Feretia apodanthera,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Feretia,2899650
ficusabutilifolia,Ficus abutilifolia,,,5570182,Ficus abutilifolia Miq.,Ficus abutilifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficuscordatasubsplecardiiccberg,Ficus cordata subsp. lecardii C.C. Berg,,,5570078,Ficus cordata subsp. lecardii (Warb.) C.C.Berg,Ficus cordata lecardii,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficusdicranostyla,Ficus dicranostyla,,,5572427,Ficus dicranostyla Mildbr.,Ficus dicranostyla,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficusglumosa,Ficus glumosa,,,5571065,Ficus glumosa Delile,Ficus glumosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficusingensvaringens,Ficus ingens var. ingens,,,7567112,Ficus ingens var. ingens,Ficus ingens ingens,VARIETY,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficusplatyphylla,Ficus platyphylla,,,5572533,Ficus platyphylla Delile,Ficus platyphylla,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficussarmentosaluducca,Ficus sarmentosa luducca,,,5930651,Ficus sarmentosa var. luducca (Roxb.) Corner,Ficus sarmentosa luducca,VARIETY,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficussur,Ficus sur,,,5569827,Ficus sur Forssk.,Ficus sur,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficussycomorus,Ficus sycomorus,,,5361921,Ficus sycomorus L.,Ficus sycomorus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
ficusthonningii,Ficus thonningii,,,5361900,Ficus thonningii Blume,Ficus thonningii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Moraceae,6640,Ficus,2984588
flueggeavirosavirosa,Flueggea virosa virosa,,,9660177,Flueggea virosa subsp. virosa,Flueggea virosa virosa,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Phyllanthaceae,8807,Flueggea,3079251
forficulasenegalensis,Forficula senegalensis,,,4393072,"Forficula senegalensis Audinet-Serville, 1838",Forficula senegalensis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Dermaptera,1224,Forficulidae,7861,Forficula,1419844
francolinusbicalcaratus,Francolinus bicalcaratus,,,5227896,"Francolinus bicalcaratus (Linnaeus, 1766)",Francolinus bicalcaratus,SPECIES,Animalia,1,Chordata,44,Aves,212,Galliformes,723,Phasianidae,9331,Francolinus,5227810
francolinus,Francolinus,,,5227810,"Francolinus Stephens, 1819",Francolinus,GENUS,Animalia,1,Chordata,44,Aves,212,Galliformes,723,Phasianidae,9331,Francolinus,5227810
galagosenegalensis,Galago senegalensis,,,9198359,"Galago senegalensis Geoffroy Saint-Hilaire, 1796",Galago senegalensis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Primates,798,Galagidae,3239554,Galago,2436518
galeodesolivieri,Galeodes olivieri,,,5167325,"Galeodes olivieri Simon, 1879",Galeodes olivieri,SPECIES,Animalia,1,Arthropoda,54,Arachnida,367,Solifugae,756,Galeodidae,5851,Galeodes,2123000
galerellasanguinea,Galerella sanguinea,,,5219098,"Galerella sanguinea (Rüppell, 1835)",Galerella sanguinea,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Herpestidae,9678,Galerella,2434200
gardeniaerubescens,Gardenia erubescens,,,5335013,Gardenia erubescens Stapf & Hutch.,Gardenia erubescens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Gardenia,2894320
gardeniasokotensis,Gardenia sokotensis,,,5334953,Gardenia sokotensis Hutch.,Gardenia sokotensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Gardenia,2894320
gardeniaternifolia,Gardenia ternifolia,,,5334974,Gardenia ternifolia Schumach. & Thonn.,Gardenia ternifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Gardenia,2894320
gastrimargusafricanus,Gastrimargus africanus,,,5099553,"Gastrimargus africanus (Saussure, 1888)",Gastrimargus africanus,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Gastrimargus,1713953
gazelladama,Gazella dama,,,4262713,"Nanger dama (Pallas, 1766)",Nanger dama,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Nanger,4262712
gazelladorcas,Gazella dorcas,,,5220149,"Gazella dorcas (Linnaeus, 1758)",Gazella dorcas,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Gazella,2441075
genettagenetta,Genetta genetta,,,5219362,"Genetta genetta (Linnaeus, 1758)",Genetta genetta,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Viverridae,5312,Genetta,9745126
genettathierryi,Genetta thierryi,,,5219353,"Genetta thierryi Matschie, 1902",Genetta thierryi,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Viverridae,5312,Genetta,9745126
geochelonesulcata,Geochelone sulcata,,,2441533,"Centrochelys sulcata (Miller, 1779)",Centrochelys sulcata,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Testudines,793,Testudinidae,9618,Centrochelys,2441663
gerbillus,Gerbillus,,,2437782,"Gerbillus Desmarest, 1804",Gerbillus,GENUS,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Muridae,5510,Gerbillus,2437782
giraffacamelopardalis,Giraffa camelopardalis,,,2441205,"Giraffa camelopardalis (Linnaeus, 1758)",Giraffa camelopardalis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Giraffidae,5299,Giraffa,7716694
gisekiapharnaceoides,Gisekia pharnaceoides,,,7265816,Gisekia pharnaceoides L.,Gisekia pharnaceoides,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Gisekiaceae,3794707,Gisekia,3084007
glaucidiumperlatum,Glaucidium perlatum,,,5232086,"Glaucidium perlatum (Vieillot, 1817)",Glaucidium perlatum,SPECIES,Animalia,1,Chordata,44,Aves,212,Strigiformes,1450,Strigidae,9348,Glaucidium,2497151
gloriosasuperba,Gloriosa superba,,,2740024,Gloriosa superba L.,Gloriosa superba,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Liliales,1172,Colchicaceae,7697,Gloriosa,2740022
glossonemaboveanum,Glossonema boveanum,,,9287965,Cynanchum boveanum subsp. nubicum (Decne.) Khanum & Liede,Cynanchum boveanum nubicum,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Cynanchum,3170354
gongylophismuelleri,Gongylophis muelleri,,,5225648,"Eryx muelleri (Boulenger, 1892)",Eryx muelleri,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Boidae,2464897,Eryx,2450984
gonimbrasia,Gonimbrasia,,,1866248,"Gonimbrasia Butler, 1878",Gonimbrasia,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Saturniidae,8864,Gonimbrasia,1866248
gossypiumanomalum,Gossypium anomalum,,,8201164,Gossypium anomalum Wawra & Peyr.,Gossypium anomalum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Gossypium,3152652
gossypiumhirsutum,Gossypium hirsutum,,,3152661,Gossypium hirsutum L.,Gossypium hirsutum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Gossypium,3152652
grewiabicolor,Grewia bicolor,,,8042537,Grewia bicolor Juss.,Grewia bicolor,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078
grewiaflavescensvarflavescens,Grewia flavescens var flavescens,,,4260042,Grewia flavescens Juss.,Grewia flavescens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078
grewialasiodiscus,Grewia lasiodiscus,,,4259360,Grewia lasiodiscus K.Schum.,Grewia lasiodiscus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078
grewiatenaxforskfiori,Grewia tenax (Forsk.) Fiori,,,7311070,Grewia tenax (Forssk.) Fiori,Grewia tenax,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078
grewiavillosa,Grewia villosa,,,4259732,Grewia villosa Willd.,Grewia villosa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Grewia,3152078
gryllusbimaculatus,Gryllus bimaculatus,,,1713034,"Gryllus bimaculatus De Geer, 1773",Gryllus bimaculatus,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Gryllidae,5925,Gryllus,1404683
guierasenegalensis,Guiera senegalensis,,,3699789,Guiera senegalensis J.F.Gmel.,Guiera senegalensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Combretaceae,2431,Guiera,7327144
gymnosporiasenegalensis,Gymnosporia senegalensis,,,3793847,Gymnosporia senegalensis Loes.,Gymnosporia senegalensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Celastrales,950,Celastraceae,6715,Gymnosporia,7265395
gynandropsisgynandra,Gynandropsis gynandra,,,3054227,Gynandropsis gynandra (L.) Briq.,Gynandropsis gynandra,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Cleomaceae,3845332,Gynandropsis,8372884
gypsafricanus,Gyps africanus,,,9487001,"Gyps africanus Salvadori, 1865",Gyps africanus,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Gyps,2480382
gypsrueppellii,Gyps rueppellii,,,2480384,"Gyps rueppellii (A.E.Brehm, 1852)",Gyps rueppellii,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Gyps,2480382
gyrocarpusamericanussubsppinnatilobuskubitzki,Gyrocarpus americanus subsp. pinnatilobus,,,7853171,Gyrocarpus americanus subsp. pinnatilobus Kubitzki,Gyrocarpus americanus pinnatilobus,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Laurales,407,Hernandiaceae,2495,Gyrocarpus,7326412
halcyonsenegalensis,Halcyon senegalensis,,,5228340,"Halcyon senegalensis (Linnaeus, 1766)",Halcyon senegalensis,SPECIES,Animalia,1,Chordata,44,Aves,212,Coraciiformes,1447,Alcedinidae,2984,Halcyon,2475567
harpezocatantopsstylifer,Harpezocatantops stylifer,,,1700503,"Harpezocatantops stylifer (Krauss, 1877)",Harpezocatantops stylifer,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Harpezocatantops,1700502
heeriainsignis,Heeria insignis,,,5544486,Heeria insignis Kuntze,Heeria insignis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Anacardiaceae,2398,Ozoroa,7321498
heliocheilusalbipunctella,Heliocheilus albipunctella,,,1764656,"Raghuva albipunctella Joannis, 1925",Raghuva albipunctella,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Noctuidae,7015,Raghuva,1764651
heliosciurusgambianus,Heliosciurus gambianus,,,2437541,"Heliosciurus gambianus (Ogilby, 1835)",Heliosciurus gambianus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Sciuridae,9456,Heliosciurus,2437538
herpestesichneumon,Herpestes ichneumon,,,2434255,"Herpestes ichneumon (Linnaeus, 1758)",Herpestes ichneumon,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Herpestidae,9678,Herpestes,2434243
heteracrisannulosa,Heteracris annulosa,,,1701527,"Heteracris annulosa F.Walker, 1870",Heteracris annulosa,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Heteracris,1701431
heteracrisleani,Heteracris leani,,,1701567,"Heteracris leani (Uvarov, 1941)",Heteracris leani,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Heteracris,1701431
heterantheracallifolia,Heteranthera callifolia,,,2766109,Heteranthera callifolia Rchb. ex Kunth,Heteranthera callifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Commelinales,553,Pontederiaceae,3731,Heteranthera,2766108
hexalobusmonopetalus,Hexalobus monopetalus,,,3155101,Hexalobus monopetalus Engl. & Diels,Hexalobus monopetalus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Magnoliales,718,Annonaceae,9291,Hexalobus,3155098
hibiscuscannabinus,Hibiscus cannabinus,,,3152547,Hibiscus cannabinus L.,Hibiscus cannabinus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Hibiscus,3152542
hibiscuslongisepalus,Hibiscus longisepalus,,,3935816,Hibiscus longisepalus Hochr.,Hibiscus longisepalus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Hibiscus,3152542
hibiscusovalifolius,Hibiscus ovalifolius,,,3935028,Hibiscus ovalifolius Vahl,Hibiscus ovalifolius,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Hibiscus,3152542
hibiscussabdariffa,Hibiscus sabdariffa,,,3152582,Hibiscus sabdariffa L.,Hibiscus sabdariffa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Malvaceae,6685,Hibiscus,3152542
