ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
pergetegu-acaciatortilis-1,,pergetegu,acaciatortilis,sɛ̌mjɛ̀,sɛ̌mjɛ̀,,,,,,,
pergetegu-acanthospermumhispidum-1,,pergetegu,acanthospermumhispidum,bɛ̀lɛ̀-kómdó,bɛ̀lɛ̀-kómdó,,,,,,,
pergetegu-achyranthesasperasicula-1,,pergetegu,achyranthesasperasicula,pɛ̀tɛ̀-pɛ̌:,pɛ̀tɛ̀-pɛ̌:,,,,,,,
pergetegu-acomysjohannis-1,,pergetegu,acomysjohannis,òy dù-dǒ:,òy dù-dǒ:,,,,,,,
pergetegu-acrotylusblondeli-1,,pergetegu,acrotylusblondeli,sɛ́:nɛ̀ wà pɛ́tɛ́-pɛ̂w,sɛ́:nɛ̀ wà pɛ́tɛ́-pɛ̂w,,,,,,,
pergetegu-actophilornisafricanus-1,,pergetegu,actophilornisafricanus,ní: sá-sây,ní: sá-sây,,,,,,,
pergetegu-adansoniadigitata-1,,pergetegu,adansoniadigitata,ɔ̀rɔ́,ɔ̀rɔ́,,,,,,,
pergetegu-aeschynomeneindica-1,,pergetegu,aeschynomeneindica,kɛ̀m-kúsú,kɛ̀m-kúsú,,,,,,,
pergetegu-agamasankaranica-1,,pergetegu,agamasankaranica,pùlɔ̀ kè:ŋgú,pùlɔ̀ kè:ŋgú,,,,,,,
pergetegu-agriusconvolvuli-1,,pergetegu,agriusconvolvuli,pìlì-pílì,pìlì-pílì,,,,,,,
pergetegu-agriusconvolvuli-2,,pergetegu,agriusconvolvuli,[kɔ̀-kɔ̀sú nâ:] yà-bílé xxx[pron],[kɔ̀-kɔ̀sú nâ:] yà-bílé xxx[pron],,,,,,,
pergetegu-agriusconvolvuli-3,,pergetegu,agriusconvolvuli,sù-sù: gúnŋà-gúnŋà,sù-sù: gúnŋà-gúnŋà,,,,,,,
pergetegu-albiziachevalieri-1,,pergetegu,albiziachevalieri,ɲɛ̀:rⁿɛ́ sɛ̌mjɛ̀,ɲɛ̀:rⁿɛ́ sɛ̌mjɛ̀,,,,,,,
pergetegu-alestesbaremoze-1,,pergetegu,alestesbaremoze,ì:sì cɛ̀pɛ̂l,ì:sì cɛ̀pɛ̂l,,,,,,,
pergetegu-alliumcepa-1,,pergetegu,alliumcepa,gâw,gâw,,,,,,,
pergetegu-alliumsativum-1,,pergetegu,alliumsativum,àwsà-gâw,àwsà-gâw,,,,,,,
pergetegu-aloetenuifolia-1,,pergetegu,aloetenuifolia,[sùŋùrⁿù-ɲɛ̀:rⁿɛ̀]-lǒy,[sùŋùrⁿù-ɲɛ̀:rⁿɛ̀]-lǒy,,,,,,,
pergetegu-alysicarpusovalifolius-1,,pergetegu,alysicarpusovalifolius,sòm-bèrú,sòm-bèrú,,,,,,,
pergetegu-amadinafasciata-1,,pergetegu,amadinafasciata,pìrì-sì: sɔ̀gɔ̀rɔ́,pìrì-sì: sɔ̀gɔ̀rɔ́,,,,,,,
pergetegu-amadinafasciata-2,,pergetegu,amadinafasciata,pìrì-sì:ⁿ yɔ̀gɔ́-bárⁿù,pìrì-sì:ⁿ yɔ̀gɔ́-bárⁿù,,,,,,,
pergetegu-amaranthusdubius-1,,pergetegu,amaranthusdubius,ɲùgú,ɲùgú,,,,,,,
pergetegu-amaranthusdubius-2,,pergetegu,amaranthusdubius,ɛ̀gɛ̀ yà: lùwɔ́,ɛ̀gɛ̀ yà: lùwɔ́,,,,,,,
pergetegu-amaranthusviridis-1,,pergetegu,amaranthusviridis,bɛ́: wà ɔ̀yɔ́,bɛ́: wà ɔ̀yɔ́,,,,,,,
pergetegu-amietophrynusxeros-1,,pergetegu,amietophrynusxeros,gìrⁿɛ́-ɛ́ŋgɛ̀rɛ̀,gìrⁿɛ́-ɛ́ŋgɛ̀rɛ̀,,,,,,,
pergetegu-ammanniaauriculata-1,,pergetegu,ammanniaauriculata,ɔ̀yɔ̀ wà:rⁿá,ɔ̀yɔ̀ wà:rⁿá,,,,,,,
pergetegu-ammodaucusleucotrichus-1,,pergetegu,ammodaucusleucotrichus,àrgà-púnò,àrgà-púnò,,,,,,,
pergetegu-anacardiumoccidentale-1,,pergetegu,anacardiumoccidentale,sɔ̂m,sɔ̂m,,,,,,,
pergetegu-anacridiummelanorhodon-1,,pergetegu,anacridiummelanorhodon,kóró-kàsárà,kóró-kàsárà,,,,,,,
pergetegu-androctonusamoreuxi-1,,pergetegu,androctonusamoreuxi,lèmdé,lèmdé,,,,,,,
pergetegu-androctonusamoreuxi-2,,pergetegu,androctonusamoreuxi,já:-lémdè,já:-lémdè,,,,,,,
pergetegu-andropogonfastigiatus-1,,pergetegu,andropogonfastigiatus,kèrù-kɔ́:,kèrù-kɔ́:,,,,,,,
pergetegu-andropogongayanusbisquamulatus-1,,pergetegu,andropogongayanusbisquamulatus,ɔ́:mbɔ̀m,ɔ́:mbɔ̀m,,,,,,,
pergetegu-annonasenegalensis-1,,pergetegu,annonasenegalensis,ànsà:rà ǒw,ànsà:rà ǒw,,,,,,,
pergetegu-anogeissusleiocarpa-1,,pergetegu,anogeissusleiocarpa,wⁿàrⁿú,wⁿàrⁿú,,,,,,,
pergetegu-anoplocnemiscurvipes-1,,pergetegu,anoplocnemiscurvipes,núm kɛ́-kɛ̂:,núm kɛ́-kɛ̂:,,,,,,,
pergetegu-apismellifera-1,,pergetegu,apismellifera,kàwⁿà-yǔŋ,kàwⁿà-yǔŋ,,,,,,,
pergetegu-apusaffinis-1,,pergetegu,apusaffinis,gì-gísì,gì-gísì,,,,,,,
pergetegu-arachishypogaea-1,,pergetegu,arachishypogaea,ɛ́:rɛ́,ɛ́:rɛ́,,,,,,,
pergetegu-archispirostreptus-1,,pergetegu,archispirostreptus,gɔ̀m-nɔ̀-gɔ̌m,gɔ̀m-nɔ̀-gɔ̌m,,,,,,,
pergetegu-aristidaadscensionis-1,,pergetegu,aristidaadscensionis,ì:sì-dúrɔ́,ì:sì-dúrɔ́,,,,,,,
pergetegu-aristidaadscensionis-2,,pergetegu,aristidaadscensionis,sɔ̀:ŋgɔ̀m yórólú,sɔ̀:ŋgɔ̀m yórólú,,,,,,,
pergetegu-aristidamutabilisnigritiana-1,,pergetegu,aristidamutabilisnigritiana,ì:sì-dúrɔ́,ì:sì-dúrɔ́,,,,,,,
pergetegu-aristidastipoides-1,,pergetegu,aristidastipoides,sɔ́:ŋgɔ́m,sɔ́:ŋgɔ́m,,,,,,,
pergetegu-aristolochiaalbida-1,,pergetegu,aristolochiaalbida,[bɛ̀rɛ̀-ɲɛ̀:rⁿɛ]̀-lǒy,[bɛ̀rɛ̀-ɲɛ̀:rⁿɛ]̀-lǒy,,,,,,,
pergetegu-arivelaviscosa-1,,pergetegu,arivelaviscosa,jàm-mìsìrì àrⁿá,jàm-mìsìrì àrⁿá,,,,,,,
pergetegu-arvicanthisniloticus-1,,pergetegu,arvicanthisniloticus,òy sǎ:,òy sǎ:,,,,,,,
pergetegu-atelerixalbiventris-1,,pergetegu,atelerixalbiventris,ɔ̀mdɔ̀-pé:sú,ɔ̀mdɔ̀-pé:sú,,,,,,,
pergetegu-atractaspiswatsoni-1,,pergetegu,atractaspiswatsoni,nà:mù-í:rⁿɛ́m,nà:mù-í:rⁿɛ́m,,,,,,,
pergetegu-azadirachtaindica-1,,pergetegu,azadirachtaindica,gɔ̀njú,gɔ̀njú,,,,,,,
pergetegu-bagrusbajad-1,,pergetegu,bagrusbajad,bàmbàkɔ̀nɔ̌:ỳ,bàmbàkɔ̀nɔ̌:ỳ,,,,,,,
pergetegu-balanitesaegyptiacus-1,,pergetegu,balanitesaegyptiacus,mɔ̀:rⁿɔ́,mɔ̀:rⁿɔ́,,,,,,,
pergetegu-balearicapavonina-1,,pergetegu,balearicapavonina,sèrù-kèwⁿá,sèrù-kèwⁿá,,,,,,,
pergetegu-bamanophisdorri-1,,pergetegu,bamanophisdorri,íré kílè,íré kílè,,,,,,,
pergetegu-bamanophisdorri-2,,pergetegu,bamanophisdorri,gìrè-tònjú,gìrè-tònjú,,,,,,,
pergetegu-bauhiniareticulata-1,,pergetegu,bauhiniareticulata,kɔ̀mdɔ́,kɔ̀mdɔ́,,,,,,,
pergetegu-bauhiniarufescens-1,,pergetegu,bauhiniarufescens,kímjɛ́,kímjɛ́,,,,,,,
pergetegu-bidensbiternata-1,,pergetegu,bidensbiternata,àrkɛ̀lɛ̀m-nùwⁿɔ́,àrkɛ̀lɛ̀m-nùwⁿɔ́,,,,,,,
pergetegu-bitisarietans-1,,pergetegu,bitisarietans,kúsúrú,kúsúrú,,,,,,,
pergetegu-blepharislinariifolia-1,,pergetegu,blepharislinariifolia,tútùgúrò,tútùgúrò,,,,,,,
pergetegu-blumeaaxillaris-1,,pergetegu,blumeaaxillaris,ɔ̀yɔ̀-jíŋgì-érù,ɔ̀yɔ̀-jíŋgì-érù,,,,,,,
pergetegu-boerhaviadiffusa-1,,pergetegu,boerhaviadiffusa,jàm mìsìrì gùlɔ́,jàm mìsìrì gùlɔ́,,,,,,,
pergetegu-boerhaviarepens-1,,pergetegu,boerhaviarepens,kúyɔ́ wà bànàkúrù,kúyɔ́ wà bànàkúrù,,,,,,,
pergetegu-bombaxcostatum-1,,pergetegu,bombaxcostatum,jìm-tɔ́ŋɔ́rⁿɔ́,jìm-tɔ́ŋɔ́rⁿɔ́,,,,,,,
pergetegu-borassusaethiopum-1,,pergetegu,borassusaethiopum,sím,sím,,,,,,,
pergetegu-bosciaangustifolia-1,,pergetegu,bosciaangustifolia,sìmdì pírí,sìmdì pírí,,,,,,,
pergetegu-bosciasalicifolia-1,,pergetegu,bosciasalicifolia,ɔ̀gɔ̀-lùwɔ́,ɔ̀gɔ̀-lùwɔ́,,,,,,,
pergetegu-bosciasenegalensis-1,,pergetegu,bosciasenegalensis,ɛ̀-ɛ̀:rɛ́,ɛ̀-ɛ̀:rɛ́,,,,,,,
pergetegu-brachiaria-1,,pergetegu,brachiaria,sà:yù: jém,sà:yù: jém,,,,,,,
pergetegu-brachiarialata-1,,pergetegu,brachiarialata,yàwòyó,yàwòyó,,,,,,,
pergetegu-bubalornisalbirostris-1,,pergetegu,bubalornisalbirostris,sày jèm kómbó,sày jèm kómbó,,,,,,,
pergetegu-buboascalaphus-1,,pergetegu,buboascalaphus,ɛ̀ndúrⁿù,ɛ̀ndúrⁿù,,,,,,,
pergetegu-bubocinerascens-1,,pergetegu,bubocinerascens,ɛ̀ndúrⁿù,ɛ̀ndúrⁿù,,,,,,,
pergetegu-bubolacteus-1,,pergetegu,bubolacteus,ɛ̀ndùrⁿù jùŋgó,ɛ̀ndùrⁿù jùŋgó,,,,,,,
pergetegu-bubulcusibis-1,,pergetegu,bubulcusibis,káŋ-kòkò pírì,káŋ-kòkò pírì,,,,,,,
pergetegu-buphagusafricanus-1,,pergetegu,buphagusafricanus,nàŋá wà sà-sǎy,nàŋá wà sà-sǎy,,,,,,,
pergetegu-burhinuscapensis-1,,pergetegu,burhinuscapensis,kɛ̀wⁿ-kɛ̀rⁿɛ̂wⁿ,kɛ̀wⁿ-kɛ̀rⁿɛ̂wⁿ,,,,,,,
pergetegu-burhinuscapensis-2,,pergetegu,burhinuscapensis,kɛ̀wⁿ-kɛ̀rⁿɛ̀wⁿ kú:-dúgù,kɛ̀wⁿ-kɛ̀rⁿɛ̀wⁿ kú:-dúgù,,,,,,,
pergetegu-calotropisprocera-1,,pergetegu,calotropisprocera,pù-púlùm,pù-púlùm,,,,,,,
pergetegu-camponotusmaculatus-1,,pergetegu,camponotusmaculatus,[dón-dón]-kérⁿè,[dón-dón]-kérⁿè,,,,,,,
pergetegu-canavaliaafricana-1,,pergetegu,canavaliaafricana,ànsà:rà-núm,ànsà:rà-núm,,,,,,,
pergetegu-canavaliaensiformis-1,,pergetegu,canavaliaensiformis,ànsà:rà-núm,ànsà:rà-núm,,,,,,,
pergetegu-canisadustusadustus-1,,pergetegu,canisadustusadustus,òy-ìsí,òy-ìsí,,,,,,,
pergetegu-caprimulgustristigma-1,,pergetegu,caprimulgustristigma,jàjàw-kíré,jàjàw-kíré,,,,,,,
pergetegu-capsicum-1,,pergetegu,capsicum,kɛ̀pɛ̂l,kɛ̀pɛ̂l,,,,,,,
pergetegu-carallumaacutangula-1,,pergetegu,carallumaacutangula,tà-tǎ: ná:wⁿà kàwⁿà,tà-tǎ: ná:wⁿà kàwⁿà,,,,,,,
pergetegu-carallumaadscendens-1,,pergetegu,carallumaadscendens,[gù-gùsù]-dúrɔ́,[gù-gùsù]-dúrɔ́,,,,,,,
pergetegu-cassiasieberiana-1,,pergetegu,cassiasieberiana,kî:ⁿ-câ:ⁿ,kî:ⁿ-câ:ⁿ,,,,,,,
pergetegu-cataloipuscymbiferus-1,,pergetegu,cataloipuscymbiferus,árá ká-kâ:,árá ká-kâ:,,,,,,,
pergetegu-ceibapentandra-1,,pergetegu,ceibapentandra,gǐm,gǐm,,,,,,,
pergetegu-celtistoka-1,,pergetegu,celtistoka,pé:,pé:,,,,,,,
pergetegu-cenchrusbiflorus-1,,pergetegu,cenchrusbiflorus,kómdó,kómdó,,,,,,,
pergetegu-cenchrusprieurii-1,,pergetegu,cenchrusprieurii,kòmdò-gùlɔ́,kòmdò-gùlɔ́,,,,,,,
pergetegu-centropussenegalensis-1,,pergetegu,centropussenegalensis,ya-̀bɛ̀rɛ̀-gúm dɔ́mdɔ̀,ya-̀bɛ̀rɛ̀-gúm dɔ́mdɔ̀,,,,,,,
pergetegu-ceratothecasesamoides-1,,pergetegu,ceratothecasesamoides,ɔ̀rɔ́-bɔ́nɔ̀,ɔ̀rɔ́-bɔ́nɔ̀,,,,,,,
pergetegu-cercotrichasgalactotes-1,,pergetegu,cercotrichasgalactotes,bɔ̀rɔ̀mà-dóndó,bɔ̀rɔ̀mà-dóndó,,,,,,,
pergetegu-chalcidesocellatus-1,,pergetegu,chalcidesocellatus,làrpìgìrǐm,làrpìgìrǐm,,,,,,,
pergetegu-chamaecristamimosoides-1,,pergetegu,chamaecristamimosoides,ɔ̀yɔ̀-bèrè-î:ⁿ,ɔ̀yɔ̀-bèrè-î:ⁿ,,,,,,,
pergetegu-chamaecristamimosoides-2,,pergetegu,chamaecristamimosoides,ɔ̀yɔ̀-bèrè-ì:ⁿ mɛ̀:njɛ́,ɔ̀yɔ̀-bèrè-ì:ⁿ mɛ̀:njɛ́,,,,,,,
pergetegu-chamaecristamimosoides-3,,pergetegu,chamaecristamimosoides,ɔ̀yɔ̀-bèrè-ì:ⁿ jém,ɔ̀yɔ̀-bèrè-ì:ⁿ jém,,,,,,,
pergetegu-chamaecristanigricans-1,,pergetegu,chamaecristanigricans,ɔ̀yɔ̀-bèrè-i:ⁿ gérù,ɔ̀yɔ̀-bèrè-i:ⁿ gérù,,,,,,,
pergetegu-chamaeleoafricanus-1,,pergetegu,chamaeleoafricanus,ɔ̀gɔ́-jǐ:là,ɔ̀gɔ́-jǐ:là,,,,,,,
pergetegu-chlorispilosa-1,,pergetegu,chlorispilosa,dà:ŋgèy gùlɔ́,dà:ŋgèy gùlɔ́,,,,,,,
pergetegu-chrotogonussenegalensis-1,,pergetegu,chrotogonussenegalensis,kà-kà: búgúrú-bûy,kà-kà: búgúrú-bûy,,,,,,,
pergetegu-chrozophorabrocchiana-1,,pergetegu,chrozophorabrocchiana,ɔ̀yɔ̀ wà:rⁿá,ɔ̀yɔ̀ wà:rⁿá,,,,,,,
pergetegu-chrysopogonnigritanus-1,,pergetegu,chrysopogonnigritanus,pɛ́:sɛ́,pɛ́:sɛ́,,,,,,,
pergetegu-ciconiaabdimii-1,,pergetegu,ciconiaabdimii,ɔ̀gɔ̀-tɔ̀gú,ɔ̀gɔ̀-tɔ̀gú,,,,,,,
pergetegu-ciconiaciconia-1,,pergetegu,ciconiaciconia,kɔ̀mbɔ́ té-têw,kɔ̀mbɔ́ té-têw,,,,,,,
pergetegu-cienfuegosiadigitata-1,,pergetegu,cienfuegosiadigitata,mɔ̀:gɔ̀-lǒy,mɔ̀:gɔ̀-lǒy,,,,,,,
pergetegu-cissusquadrangularis-1,,pergetegu,cissusquadrangularis,wàrà-wárà,wàrà-wárà,,,,,,,
pergetegu-citrulluslanatus-1,,pergetegu,citrulluslanatus,kàrⁿìyⁿà bɛ̀rɛ́ bárⁿù,kàrⁿìyⁿà bɛ̀rɛ́ bárⁿù,,,,,,,
pergetegu-citrulluslanatus-2,,pergetegu,citrulluslanatus,dɔ̀gɔ̀ kàrⁿíyⁿà,dɔ̀gɔ̀ kàrⁿíyⁿà,,,,,,,
pergetegu-citrulluslanatus-3,,pergetegu,citrulluslanatus,kàrⁿíyⁿà,kàrⁿíyⁿà,,,,,,,
pergetegu-citruslimon-1,,pergetegu,citruslimon,lèmbùrù kùmbú,lèmbùrù kùmbú,,,,,,,
pergetegu-citrussinensis-1,,pergetegu,citrussinensis,lèmbùrù bà-bâ:,lèmbùrù bà-bâ:,,,,,,,
pergetegu-cocciniagrandis-1,,pergetegu,cocciniagrandis,àté:-kǎ:mbà,àté:-kǎ:mbà,,,,,,,
pergetegu-colacordifolia-1,,pergetegu,colacordifolia,kɛ̌:lɛ̀,kɛ̌:lɛ̀,,,,,,,
pergetegu-colalaurifolia-1,,pergetegu,colalaurifolia,cèŋɛ̀rⁿé,cèŋɛ̀rⁿé,,,,,,,
pergetegu-columbaguinea-1,,pergetegu,columbaguinea,kà-kàsà ànjú,kà-kàsà ànjú,,,,,,,
pergetegu-columbalivia-1,,pergetegu,columbalivia,kà-kàsà jém,kà-kàsà jém,,,,,,,
pergetegu-columbalivia-2,,pergetegu,columbalivia,kà-kásà,kà-kásà,,,,,,,
pergetegu-combretumaculeatum-1,,pergetegu,combretumaculeatum,kí:ŋgɛ́,kí:ŋgɛ́,,,,,,,
pergetegu-combretumglutinosum-1,,pergetegu,combretumglutinosum,bàngá,bàngá,,,,,,,
pergetegu-combretummicranthum-1,,pergetegu,combretummicranthum,jɛ̀ŋɛ́,jɛ̀ŋɛ́,,,,,,,
pergetegu-commelinabenghalensisbenghalensis-1,,pergetegu,commelinabenghalensisbenghalensis,pùtùmpú:,pùtùmpú:,,,,,,,
pergetegu-commelinabenghalensisbenghalensis-2,,pergetegu,commelinabenghalensisbenghalensis,ɛ̀njɛ̀-bɛ̀rɛ̀-kɔ́rɔ̀,ɛ̀njɛ̀-bɛ̀rɛ̀-kɔ́rɔ̀,,,,,,,
pergetegu-commelinaforskalaei-1,,pergetegu,commelinaforskalaei,pùtùmpú:,pùtùmpú:,,,,,,,
pergetegu-commelinaforskalaei-2,,pergetegu,commelinaforskalaei,ɛ̀njɛ̀-bɛ̀rɛ̀-kɔ́rɔ̀,ɛ̀njɛ̀-bɛ̀rɛ̀-kɔ́rɔ̀,,,,,,,
pergetegu-commiphoraafricana-1,,pergetegu,commiphoraafricana,bàsùlɔ́,bàsùlɔ́,,,,,,,
pergetegu-coniestaignefusalis-1,,pergetegu,coniestaignefusalis,sù-sù: pégú,sù-sù: pégú,,,,,,,
pergetegu-conocephalusconocephalus-1,,pergetegu,conocephalusconocephalus,ní: ká-kâ:,ní: ká-kâ:,,,,,,,
pergetegu-coraciasabyssinicus-1,,pergetegu,coraciasabyssinicus,ɔ̀rɔ́ sá-sây,ɔ̀rɔ́ sá-sây,,,,,,,
pergetegu-corchorus-1,,pergetegu,corchorus,ɔ̀rɔ̀-sɔ́lgɔ̀,ɔ̀rɔ̀-sɔ́lgɔ̀,,,,,,,
pergetegu-corchorus-2,,pergetegu,corchorus,wè:rè-bèrú,wè:rè-bèrú,,,,,,,
pergetegu-cordiamyxa-1,,pergetegu,cordiamyxa,kɔ́l,kɔ́l,,,,,,,
pergetegu-cordiasinensis-1,,pergetegu,cordiasinensis,gàŋà-tógóró,gàŋà-tógóró,,,,,,,
pergetegu-corvusalbus-1,,pergetegu,corvusalbus,gâ:ⁿgâ:ⁿ,gâ:ⁿgâ:ⁿ,,,,,,,
pergetegu-corvusruficollis-1,,pergetegu,corvusruficollis,gà:ⁿ-gà:ⁿ jém,gà:ⁿ-gà:ⁿ jém,,,,,,,
pergetegu-crataevaadansoniisubspodora-1,,pergetegu,crataevaadansoniisubspodora,àrⁿá-wéwêy,àrⁿá-wéwêy,,,,,,,
pergetegu-creoleonafricanus-1,,pergetegu,creoleonafricanus,xxx [2010.020],xxx [2010.020],,,,,,,
pergetegu-cricetomysgambianus-1,,pergetegu,cricetomysgambianus,gù-gùsú,gù-gùsú,,,,,,,
pergetegu-crociduracinderella-1,,pergetegu,crociduracinderella,òy yàběm,òy yàběm,,,,,,,
pergetegu-crocodylusniloticus-1,,pergetegu,crocodylusniloticus,áyⁿá,áyⁿá,,,,,,,
pergetegu-crocutacrocuta-1,,pergetegu,crocutacrocuta,búrgù tà-tà:,búrgù tà-tà:,,,,,,,
pergetegu-crotalariapodocarpa-1,,pergetegu,crotalariapodocarpa,nì-ní: jéŋérⁿè,nì-ní: jéŋérⁿè,,,,,,,
pergetegu-crotalariaretusa-1,,pergetegu,crotalariaretusa,nì-ní: jéŋérⁿè,nì-ní: jéŋérⁿè,,,,,,,
pergetegu-cryptocatantopshaemorrhoidalis-1,,pergetegu,cryptocatantopshaemorrhoidalis,sǒmpírì,sǒmpírì,,,,,,,
pergetegu-cucumismelosubspagrestisvaragrestisnaudin-1,,pergetegu,cucumismelosubspagrestisvaragrestisnaudin,nàŋ-î:ⁿ bé:lè,nàŋ-î:ⁿ bé:lè,,,,,,,
pergetegu-cucumismelosubspagrestisvaragrestisnaudin-2,,pergetegu,cucumismelosubspagrestisvaragrestisnaudin,ɛ̀njɛ̀-kàrⁿíyⁿà,ɛ̀njɛ̀-kàrⁿíyⁿà,,,,,,,
pergetegu-cucumisprophetarumprophetarum-1,,pergetegu,cucumisprophetarumprophetarum,ɔ̀mnɔ̀-kàrⁿíyⁿà,ɔ̀mnɔ̀-kàrⁿíyⁿà,,,,,,,
pergetegu-cucurbita-1,,pergetegu,cucurbita,gɔ́:rⁿɔ̀,gɔ́:rⁿɔ̀,,,,,,,
pergetegu-cybister-1,,pergetegu,cybister,kɛ̀-kɛ̀: gòrǒm-gǒmjò,kɛ̀-kɛ̀: gòrǒm-gǒmjò,,,,,,,
pergetegu-cymbopogoncaesiusgiganteus-1,,pergetegu,cymbopogoncaesiusgiganteus,ɔ́:mbɔ̀m,ɔ́:mbɔ̀m,,,,,,,
pergetegu-cymbopogonschoenanthus-1,,pergetegu,cymbopogonschoenanthus,ɔ̀:mbɔ̀m gùlɔ́,ɔ̀:mbɔ̀m gùlɔ́,,,,,,,
pergetegu-cyperusarticulatus-1,,pergetegu,cyperusarticulatus,gùm àrⁿá,gùm àrⁿá,,,,,,,
pergetegu-cyperusesculentus-1,,pergetegu,cyperusesculentus,gùm pírí,gùm pírí,,,,,,,
pergetegu-cyperusmaculatus-1,,pergetegu,cyperusmaculatus,gùm àrⁿá,gùm àrⁿá,,,,,,,
pergetegu-cyperusrotundus-1,,pergetegu,cyperusrotundus,gùm yǎ:,gùm yǎ:,,,,,,,
pergetegu-dactylocteniumaegyptium-1,,pergetegu,dactylocteniumaegyptium,dá:ŋgèy,dá:ŋgèy,,,,,,,
pergetegu-dalbergiamelanoxylon-1,,pergetegu,dalbergiamelanoxylon,kèr-kèlé,kèr-kèlé,,,,,,,
pergetegu-damaliscuskorrigum-1,,pergetegu,damaliscuskorrigum,káyⁿ xxx,káyⁿ xxx,,,,,,,
pergetegu-danielliaoliveri-1,,pergetegu,danielliaoliveri,kɛ̀:sɛ́,kɛ̀:sɛ́,,,,,,,
pergetegu-daucuscarota-1,,pergetegu,daucuscarota,ànàsà:rà gǒ:rò,ànàsà:rà gǒ:rò,,,,,,,
pergetegu-deltaemarginatum-1,,pergetegu,deltaemarginatum,bár-[jí-jɛ́wⁿɛ̀],bár-[jí-jɛ́wⁿɛ̀],,,,,,,
pergetegu-dendrocygnaviduata-1,,pergetegu,dendrocygnaviduata,ǒy wà tàgà-yɛ́rɛ́,ǒy wà tàgà-yɛ́rɛ́,,,,,,,
pergetegu-detariummicrocarpum-1,,pergetegu,detariummicrocarpum,pò:lú,pò:lú,,,,,,,
pergetegu-detariumsenegalense-1,,pergetegu,detariumsenegalense,[tà-tà:]-gǒ:rò,[tà-tà:]-gǒ:rò,,,,,,,
pergetegu-diabolocatantopsaxillaris-1,,pergetegu,diabolocatantopsaxillaris,sǒmpírì,sǒmpírì,,,,,,,
pergetegu-digitaria-1,,pergetegu,digitaria,bɔ̀rɔ̀-mà-tàŋá,bɔ̀rɔ̀-mà-tàŋá,,,,,,,
pergetegu-digitariaexilis-1,,pergetegu,digitariaexilis,pɔ̌:ⁿ,pɔ̌:ⁿ,,,,,,,
pergetegu-diheteropogonhagerupii-1,,pergetegu,diheteropogonhagerupii,sɔ́:ŋgɔ́m,sɔ́:ŋgɔ́m,,,,,,,
pergetegu-dinothrombiumtinctorium-1,,pergetegu,dinothrombiumtinctorium,àrⁿá-nâ:,àrⁿá-nâ:,,,,,,,
pergetegu-dioscoreaalata-1,,pergetegu,dioscoreaalata,kû:,kû:,,,,,,,
pergetegu-diospyrosmespiliformis-1,,pergetegu,diospyrosmespiliformis,ǒw,ǒw,,,,,,,
pergetegu-dipcadiviride-1,,pergetegu,dipcadiviride,ìsì-gâw,ìsì-gâw,,,,,,,
pergetegu-echinopspappii-1,,pergetegu,echinopspappii,ɔ̀yɔ̀-dùdó:,ɔ̀yɔ̀-dùdó:,,,,,,,
pergetegu-echisleucogaster-1,,pergetegu,echisleucogaster,kɔ̀-kɔ̀sú,kɔ̀-kɔ̀sú,,,,,,,
pergetegu-echisocellatus-1,,pergetegu,echisocellatus,kɔ̀-kɔ̀sù árⁿá kérè,kɔ̀-kɔ̀sù árⁿá kérè,,,,,,,
pergetegu-echisocellatus-2,,pergetegu,echisocellatus,sɛ́:nɛ̀ wà kɔ̀-kɔ̀sú,sɛ́:nɛ̀ wà kɔ̀-kɔ̀sú,,,,,,,
pergetegu-eidolonhelvum-1,,pergetegu,eidolonhelvum,yà-wà:sà púrgú,yà-wà:sà púrgú,,,,,,,
pergetegu-elionuruselegans-1,,pergetegu,elionuruselegans,pɔ́:-bɛ̀rɛ́-nàŋá-yɔ́wɔ́,pɔ́:-bɛ̀rɛ́-nàŋá-yɔ́wɔ́,,,,,,,
pergetegu-emberizatahapisi-1,,pergetegu,emberizatahapisi,yɛ̀:-wɛ̀-ná:,yɛ̀:-wɛ̀-ná:,,,,,,,
pergetegu-emberizatahapisi-2,,pergetegu,emberizatahapisi,àndɔ̌ŋ,àndɔ̌ŋ,,,,,,,
pergetegu-endostemontereticaulis-1,,pergetegu,endostemontereticaulis,gìré-lìgísì,gìré-lìgísì,,,,,,,
pergetegu-eragrostistremula-1,,pergetegu,eragrostistremula,kòmdò-tɛ̂n,kòmdò-tɛ̂n,,,,,,,
pergetegu-eremiaphilareticulata-1,,pergetegu,eremiaphilareticulata,dìdìm-bò:ró,dìdìm-bò:ró,,,,,,,
pergetegu-eremopterixleucotis-1,,pergetegu,eremopterixleucotis,bàlámmá:rⁿɛ̀,bàlámmá:rⁿɛ̀,,,,,,,
pergetegu-erythrocebuspatas-1,,pergetegu,erythrocebuspatas,ɔ̀mnɔ̀ bán,ɔ̀mnɔ̀ bán,,,,,,,
pergetegu-eucalyptusastringens-1,,pergetegu,eucalyptusastringens,sínúwâ:r,sínúwâ:r,,,,,,,
pergetegu-euphorbiaaustrooccidentalis-1,,pergetegu,euphorbiaaustrooccidentalis,pèllè-ɛ̂m,pèllè-ɛ̂m,,,,,,,
