ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
ibiso-sennaobtusifolia-1,,ibiso,sennaobtusifolia,gàŋá,gàŋá,,,,,,,
ibiso-sesamumalatum-1,,ibiso,sesamumalatum,wérú pɔ̀rì,wérú pɔ̀rì,,,,,,,
ibiso-sesamumindicum-1,,ibiso,sesamumindicum,pɔ̀rî:,pɔ̀rî:,,,,,,,
ibiso-solanumaethiopicum-1,,ibiso,solanumaethiopicum,kɛ́rɛ́,kɛ́rɛ́,,,,,,,
ibiso-solanumincanum-1,,ibiso,solanumincanum,sǒŋ kɛ̀rɛ̀,sǒŋ kɛ̀rɛ̀,,,,,,,
ibiso-solanummelongena-1,,ibiso,solanummelongena,kɛ̀rɛ̀ bòmǒn,kɛ̀rɛ̀ bòmǒn,,,,,,,
ibiso-solanumtuberosum-1,,ibiso,solanumtuberosum,pɔ́mtɛ̂:r,pɔ́mtɛ̂:r,,,,,,,
ibiso-sorghumarundinaceum-1,,ibiso,sorghumarundinaceum,ɛ̀mɛ̀ yǎ:,ɛ̀mɛ̀ yǎ:,,,,,,,
ibiso-sorghumbicolor-1,,ibiso,sorghumbicolor,ɛ̀mɛ́,ɛ̀mɛ́,,,,,,,
ibiso-sorghumbicolor-2,,ibiso,sorghumbicolor,sàrⁿùŋgɛ́rⁿɛ̀,sàrⁿùŋgɛ́rⁿɛ̀,,,,,,,
ibiso-sphenopsdelislei-1,,ibiso,sphenopsdelislei,kɔ̌yⁿ-bèŋérⁿè,kɔ̌yⁿ-bèŋérⁿè,,,,,,,
ibiso-spiloptilaclamans-1,,ibiso,spiloptilaclamans,tí:-tí:,tí:-tí:,,,,,,,
ibiso-streptopeliasenegalensis-1,,ibiso,streptopeliasenegalensis,pélè,pélè,,,,,,,
ibiso-streptopeliavinacea-1,,ibiso,streptopeliavinacea,pèlè pírù,pèlè pírù,,,,,,,
ibiso-strigahermonthica-1,,ibiso,strigahermonthica,dó:,dó:,,,,,,,
ibiso-struthiocamelus-1,,ibiso,struthiocamelus,ɔ̀gɔ̀-yó:gó-yá:gá,ɔ̀gɔ̀-yó:gó-yá:gá,,,,,,,
ibiso-stylochaetonlancifolius-1,,ibiso,stylochaetonlancifolius,jàndùrù-súgù,jàndùrù-súgù,,,,,,,
ibiso-susscrofa-1,,ibiso,susscrofa,tórù,tórù,,,,,,,
ibiso-sylvicapragrimmia-1,,ibiso,sylvicapragrimmia,lójù,lójù,,,,,,,
ibiso-synceruscaffer-1,,ibiso,synceruscaffer,òrù-nǎ:,òrù-nǎ:,,,,,,,
ibiso-synodontisschall-1,,ibiso,synodontisschall,mbárⁿí: ìjù,mbárⁿí: ìjù,,,,,,,
ibiso-tamarindusindica-1,,ibiso,tamarindusindica,ómórù,ómórù,,,,,,,
ibiso-terminaliamacroptera-1,,ibiso,terminaliamacroptera,bɔ̀jɔ̀-kùkɔ́:,bɔ̀jɔ̀-kùkɔ́:,,,,,,,
ibiso-thamnolaeacinnamomeiventris-1,,ibiso,thamnolaeacinnamomeiventris,dɛ̀ndɛ́ⁿ,dɛ̀ndɛ́ⁿ,,,,,,,
ibiso-tockussp-1,,ibiso,tockussp,ɔ̀gɔ̀-dògú,ɔ̀gɔ̀-dògú,,,,,,,
ibiso-trachydermahispida-1,,ibiso,trachydermahispida,ki-kɛ̀: gúmɔ́rⁿɔ́,ki-kɛ̀: gúmɔ́rⁿɔ́,,,,,,,
ibiso-trachylepisperrotetii-1,,ibiso,trachylepisperrotetii,bùlú,bùlú,,,,,,,
ibiso-trachylepisquinquetaeniata-1,,ibiso,trachylepisquinquetaeniata,sɛ̀:mɛ́,sɛ̀:mɛ́,,,,,,,
ibiso-tribulusterrestris-1,,ibiso,tribulusterrestris,dàmdá,dàmdá,,,,,,,
ibiso-triticumaestivum-1,,ibiso,triticumaestivum,álkámà,álkámà,,,,,,,
ibiso-tytoalba-1,,ibiso,tytoalba,sàtɔ̂:,sàtɔ̂:,,,,,,,
ibiso-upupaepops-1,,ibiso,upupaepops,dě:-bùbù,dě:-bùbù,,,,,,,
ibiso-vachellianilotica-1,,ibiso,vachellianilotica,bǎ:rà,bǎ:rà,,,,,,,
ibiso-vanellustectus-1,,ibiso,vanellustectus,tɛ̀n-tɛ̀rⁿɛ̂wⁿ,tɛ̀n-tɛ̀rⁿɛ̂wⁿ,,,,,,,
ibiso-varanusgriseus-1,,ibiso,varanusgriseus,ùgǔn,ùgǔn,,,,,,,
ibiso-varanusniloticus-1,,ibiso,varanusniloticus,ǎwⁿ,ǎwⁿ,,,,,,,
ibiso-vignasubterranea-1,,ibiso,vignasubterranea,ɛ̀rɛ̀: gɛ̂wⁿ,ɛ̀rɛ̀: gɛ̂wⁿ,,,,,,,
ibiso-vignaunguiculata-1,,ibiso,vignaunguiculata,nǔ:ⁿ,nǔ:ⁿ,,,,,,,
ibiso-vitellariaparadoxaparadoxa-1,,ibiso,vitellariaparadoxaparadoxa,mìɲú,mìɲú,,,,,,,
ibiso-vitexdoniana-1,,ibiso,vitexdoniana,àrmǐ:,àrmǐ:,,,,,,,
ibiso-vulpespallida-1,,ibiso,vulpespallida,yùrùgú,yùrùgú,,,,,,,
ibiso-waltheriaindica-1,,ibiso,waltheriaindica,ɲàwⁿá,ɲàwⁿá,,,,,,,
ibiso-ximeniaamericana-1,,ibiso,ximeniaamericana,ɔ̀:rⁿɔ̀-bárⁿì,ɔ̀:rⁿɔ̀-bárⁿì,,,,,,,
ibiso-xylopiaaethiopica-1,,ibiso,xylopiaaethiopica,pɛ̀-díŋɛ̀,pɛ̀-díŋɛ̀,,,,,,,
ibiso-zingiberofficinale-1,,ibiso,zingiberofficinale,yàmà:kǔ:ⁿ,yàmà:kǔ:ⁿ,,,,,,,
ibiso-ziziphusmauritiana-1,,ibiso,ziziphusmauritiana,ɔ̀rⁿùŋgú,ɔ̀rⁿùŋgú,,,,,,,
ibiso-zorniaglochidiata-1,,ibiso,zorniaglochidiata,déŋè-mɛ́rⁿɛ̀,déŋè-mɛ́rⁿɛ̀,,,,,,,
jamsay-abelmoschusesculentus-1,,jamsay,abelmoschusesculentus,póró,póró,,,,,,,
jamsay-abrusprecatorius-1,,jamsay,abrusprecatorius,sà-pê:m,sà-pê:m,,,,,,,
jamsay-acaciaseyal-1,,jamsay,acaciaseyal,sɛ̀mɛ̀ŋɛ́,sɛ̀mɛ̀ŋɛ́,,,,,,,
jamsay-acaciaseyal-2,,jamsay,acaciaseyal,sɛ̀mɛ̀ŋɛ̀-ná:,sɛ̀mɛ̀ŋɛ̀-ná:,,,,,,,
jamsay-acaciatortilis-1,,jamsay,acaciatortilis,bísôm ~ búsôm,bísôm ~ búsôm,,,,,,,
jamsay-acanthospermumhispidum-1,,jamsay,acanthospermumhispidum,cɛ́bbɛ̀-kúmá:sì,cɛ́bbɛ̀-kúmá:sì,,,,,,,
jamsay-accipiterbadius-1,,jamsay,accipiterbadius,tì-tèw cɛ̌:ŋɛ̀,tì-tèw cɛ̌:ŋɛ̀,,,,,,,
jamsay-achyranthesasperasicula-1,,jamsay,achyranthesasperasicula,cè:ŋ-ìrⁿé,cè:ŋ-ìrⁿé,,,,,,,
jamsay-achyranthesasperasicula-2,,jamsay,achyranthesasperasicula,pèllè-ìrⁿé,pèllè-ìrⁿé,,,,,,,
jamsay-acinonyxjubatus-1,,jamsay,acinonyxjubatus,tì-tà: hɛ̌:yⁿ,tì-tà: hɛ̌:yⁿ,,,,,,,
jamsay-acridocarpusmonodii-1,,jamsay,acridocarpusmonodii,jìmnì-béré,jìmnì-béré,,,,,,,
jamsay-acrotylussp1wa-1,,jamsay,acrotylussp1wa,tùmó-[kí-kâ:],tùmó-[kí-kâ:],,,,,,,
jamsay-actia-1,,jamsay,actia,dɔ́ŋɔ̀,dɔ́ŋɔ̀,,,,,,,
jamsay-actophilornisafricanus-1,,jamsay,actophilornisafricanus,pɔ̀rⁿɔ́-wâ:,pɔ̀rⁿɔ́-wâ:,,,,,,,
jamsay-adansoniadigitata-1,,jamsay,adansoniadigitata,ɔ̀rɔ̀-ná:,ɔ̀rɔ̀-ná:,,,,,,,
jamsay-adansoniadigitata-2,,jamsay,adansoniadigitata,ɔ̀rɔ́,ɔ̀rɔ́,,,,,,,
jamsay-adansoniadigitata-3,,jamsay,adansoniadigitata,tìŋìrⁿɛ́,tìŋìrⁿɛ́,,,,,,,
jamsay-aeschynomeneindica-1,,jamsay,aeschynomeneindica,ílíwâl ~ ílwâl,ílíwâl ~ ílwâl,,,,,,,
jamsay-aeschynomeneindica-2,,jamsay,aeschynomeneindica,sílwâl,sílwâl,,,,,,,
jamsay-aframomummelegueta-1,,jamsay,aframomummelegueta,jìré-lìgíjù,jìré-lìgíjù,,,,,,,
jamsay-afrotrilepispilosa-1,,jamsay,afrotrilepispilosa,ɛ̀jɛ̀gɛ̀rɛ́,ɛ̀jɛ̀gɛ̀rɛ́,,,,,,,
jamsay-agamasankaranica-1,,jamsay,agamasankaranica,tùrù-kú:ⁿ cê:ŋ,tùrù-kú:ⁿ cê:ŋ,,,,,,,
jamsay-agriusconvolvuli-1,,jamsay,agriusconvolvuli,sù-sùm [[kì-kɔ̀jú]-nâ:]-[yà-bíndé],sù-sùm [[kì-kɔ̀jú]-nâ:]-[yà-bíndé],,,,,,,
jamsay-albiziachevalieri-1,,jamsay,albiziachevalieri,kɔ̌:-sǎmnà,kɔ̌:-sǎmnà,,,,,,,
jamsay-albiziachevalieri-2,,jamsay,albiziachevalieri,yɔ̀rɔ́-sǎmnà,yɔ̀rɔ́-sǎmnà,,,,,,,
jamsay-alliumcepa-1,,jamsay,alliumcepa,jɔ̀wⁿɔ̀-î:ⁿ,jɔ̀wⁿɔ̀-î:ⁿ,,,,,,,
jamsay-alliumsativum-1,,jamsay,alliumsativum,lǎy,lǎy,,,,,,,
jamsay-allogymnopleurusaeneus-1,,jamsay,allogymnopleurusaeneus,[cì-cɛ̀:]-[bɛ̀:-[bɛ̀ɲùrⁿ-ú]],[cì-cɛ̀:]-[bɛ̀:-[bɛ̀ɲùrⁿ-ú]],,,,,,,
jamsay-aloetenuifolia-1,,jamsay,aloetenuifolia,nàŋà-nɛ̀nɛ́,nàŋà-nɛ̀nɛ́,,,,,,,
jamsay-alysicarpusovalifolius-1,,jamsay,alysicarpusovalifolius,kámbé,kámbé,,,,,,,
jamsay-amadinafasciata-1,,jamsay,amadinafasciata,[bì-bì:jù]-[yɔ̀gɔ́-bân],[bì-bì:jù]-[yɔ̀gɔ́-bân],,,,,,,
jamsay-amadinafasciata-2,,jamsay,amadinafasciata,_x0008_ʔìbìlí:sà-hírsì-állà-jábâ:y,_x0008_ʔìbìlí:sà-hírsì-állà-jábâ:y,,,,,,,
jamsay-amaranthusdubius-1,,jamsay,amaranthusdubius,ɲùgú,ɲùgú,,,,,,,
jamsay-amietophrynuschanningi-1,,jamsay,amietophrynuschanningi,úgúrú ~ búgúrú,úgúrú ~ búgúrú,,,,,,,
jamsay-ammodaucusleucotrichus-1,,jamsay,ammodaucusleucotrichus,àrgà-púnò,àrgà-púnò,,,,,,,
jamsay-ampelocissusafricana-1,,jamsay,ampelocissusafricana,[bɛ̀rù-jìr-ù]-cíwɛ́,[bɛ̀rù-jìr-ù]-cíwɛ́,,,,,,,
jamsay-anacardiumoccidentale-1,,jamsay,anacardiumoccidentale,ànsà:rà-gǎ:ⁿ,ànsà:rà-gǎ:ⁿ,,,,,,,
jamsay-anacardiumoccidentale-2,,jamsay,anacardiumoccidentale,sɔ̂m,sɔ̂m,,,,,,,
jamsay-anacridiummelanorhodon-1,,jamsay,anacridiummelanorhodon,kórú-kàjà,kórú-kàjà,,,,,,,
jamsay-androctonusamoreuxi-1,,jamsay,androctonusamoreuxi,nɛ̀mnɛ́,nɛ̀mnɛ́,,,,,,,
jamsay-andropogongayanusbisquamulatus-1,,jamsay,andropogongayanusbisquamulatus,ɔ̂m,ɔ̂m,,,,,,,
jamsay-anogeissusleiocarpa-1,,jamsay,anogeissusleiocarpa,wǎn,wǎn,,,,,,,
jamsay-apismellifera-1,,jamsay,apismellifera,yùŋ-kàràwá,yùŋ-kàràwá,,,,,,,
jamsay-apusaffinis-1,,jamsay,apusaffinis,wèrè-wérè,wèrè-wérè,,,,,,,
jamsay-apusaffinis-2,,jamsay,apusaffinis,àjúwⁿò-[dɔ̌yⁿ-pírù],àjúwⁿò-[dɔ̌yⁿ-pírù],,,,,,,
jamsay-aquilarapax-1,,jamsay,aquilarapax,màŋá-[ɲì-ɲâ:],màŋá-[ɲì-ɲâ:],,,,,,,
jamsay-arachishypogaea-1,,jamsay,arachishypogaea,jɔ̀wⁿɔ̀-ɛ́:rɛ́,jɔ̀wⁿɔ̀-ɛ́:rɛ́,,,,,,,
jamsay-arachishypogaea-2,,jamsay,arachishypogaea,mùɲù-ɛ́:rɛ́,mùɲù-ɛ́:rɛ́,,,,,,,
jamsay-archispirostreptus-1,,jamsay,archispirostreptus,gònò-gòrú ~ gòrûm-gó:ɲó,gònò-gòrú ~ gòrûm-gó:ɲó,,,,,,,
jamsay-ardeotisarabs-1,,jamsay,ardeotisarabs,[jìrè-pìrù]-súgù,[jìrè-pìrù]-súgù,,,,,,,
jamsay-aristidaadscensionis-1,,jamsay,aristidaadscensionis,ɔ̀yɔ̀ yórólóm,ɔ̀yɔ̀ yórólóm,,,,,,,
jamsay-arivelaviscosa-1,,jamsay,arivelaviscosa,ù:ɲùm àrⁿá,ù:ɲùm àrⁿá,,,,,,,
jamsay-arvicanthisniloticus-1,,jamsay,arvicanthisniloticus,ù-jùwⁿò púɲúrⁿúm,ù-jùwⁿò púɲúrⁿúm,,,,,,,
jamsay-asparagusflagellaris-1,,jamsay,asparagusflagellaris,cè:ŋ-ìrⁿé,cè:ŋ-ìrⁿé,,,,,,,
jamsay-atelerixalbiventris-1,,jamsay,atelerixalbiventris,[à-kɔ̀rɔ̀]-pé:jú,[à-kɔ̀rɔ̀]-pé:jú,,,,,,,
jamsay-atilaxpaludinosus-1,,jamsay,atilaxpaludinosus,sɛ̀: jɛ́m,sɛ̀: jɛ́m,,,,,,,
jamsay-atilaxpaludinosus-2,,jamsay,atilaxpaludinosus,kɛ̀jɛ̀ jɛ́m,kɛ̀jɛ̀ jɛ́m,,,,,,,
jamsay-atractaspiswatsoni-1,,jamsay,atractaspiswatsoni,cɛ́rɛ́-kònòŋò-ɛ̀:-wɛ̌-y,cɛ́rɛ́-kònòŋò-ɛ̀:-wɛ̌-y,,,,,,,
jamsay-azadirachtaindica-1,,jamsay,azadirachtaindica,gɔ́:jú,gɔ́:jú,,,,,,,
jamsay-bagrusbajad-1,,jamsay,bagrusbajad,góró í:jù,góró í:jù,,,,,,,
jamsay-balanitesaegyptiacus-1,,jamsay,balanitesaegyptiacus,mɔ̀nɔ́,mɔ̀nɔ́,,,,,,,
jamsay-balearicapavonina-1,,jamsay,balearicapavonina,kùwⁿá,kùwⁿá,,,,,,,
jamsay-bamanophisdorri-1,,jamsay,bamanophisdorri,ɲá:mbìbárà,ɲá:mbìbárà,,,,,,,
jamsay-bauhiniareticulata-1,,jamsay,bauhiniareticulata,kɔ̀mnɔ́,kɔ̀mnɔ́,,,,,,,
jamsay-bauhiniarufescens-1,,jamsay,bauhiniarufescens,sá-téllè,sá-téllè,,,,,,,
jamsay-bergiasuffruticosa-1,,jamsay,bergiasuffruticosa,sí-sɛ̀gɛ́rɛ̀,sí-sɛ̀gɛ́rɛ̀,,,,,,,
jamsay-bitisarietans-1,,jamsay,bitisarietans,lù:rò-[kí-kúrù] ~ lù:rò-[kú-kúrù],lù:rò-[kí-kúrù] ~ lù:rò-[kú-kúrù],,,,,,,
jamsay-blepharislinariifolia-1,,jamsay,blepharislinariifolia,ɲá:m-sómdù,ɲá:m-sómdù,,,,,,,
jamsay-boerhaviarepens-1,,jamsay,boerhaviarepens,òndògòrò-jɛ̀:mɛ́,òndògòrò-jɛ̀:mɛ́,,,,,,,
jamsay-bombaxcostatum-1,,jamsay,bombaxcostatum,tɔ́ŋɔ́rⁿɔ́,tɔ́ŋɔ́rⁿɔ́,,,,,,,
jamsay-borassusaethiopum-1,,jamsay,borassusaethiopum,sím,sím,,,,,,,
jamsay-bosciaangustifolia-1,,jamsay,bosciaangustifolia,ɛ̀:rɛ́ sèréwè,ɛ̀:rɛ́ sèréwè,,,,,,,
jamsay-bosciasalicifolia-1,,jamsay,bosciasalicifolia,ɔ̀ɣɔ̀-lùwɔ́,ɔ̀ɣɔ̀-lùwɔ́,,,,,,,
jamsay-bosciasenegalensis-1,,jamsay,bosciasenegalensis,ɛ̀:rɛ́,ɛ̀:rɛ́,,,,,,,
jamsay-bostaurusprimigenius-1,,jamsay,bostaurusprimigenius,nàŋá,nàŋá,,,,,,,
jamsay-brachiaria-1,,jamsay,brachiaria,sàɲù:-kǒw,sàɲù:-kǒw,,,,,,,
jamsay-brachiarialata-1,,jamsay,brachiarialata,sǒm-sáɲû:,sǒm-sáɲû:,,,,,,,
jamsay-bubalornisalbirostris-1,,jamsay,bubalornisalbirostris,sà-gùmó,sà-gùmó,,,,,,,
jamsay-bubocinerascens-1,,jamsay,bubocinerascens,dûn,dûn,,,,,,,
jamsay-bubocinerascens-2,,jamsay,bubocinerascens,dùn jɛ́m,dùn jɛ́m,,,,,,,
jamsay-bubulcusibis-1,,jamsay,bubulcusibis,káŋ-kòkò pírú,káŋ-kòkò pírú,,,,,,,
jamsay-bubulcusibis-2,,jamsay,bubulcusibis,kɔ̀mɔ́-[tí-têw],kɔ̀mɔ́-[tí-têw],,,,,,,
jamsay-bucorvusabyssinicus-1,,jamsay,bucorvusabyssinicus,jìrù jɛ́m,jìrù jɛ́m,,,,,,,
jamsay-buphagusafricanus-1,,jamsay,buphagusafricanus,nàŋá-[sá:j-î:ⁿ],nàŋá-[sá:j-î:ⁿ],,,,,,,
jamsay-burhinuscapensis-1,,jamsay,burhinuscapensis,yà:ŋà-ɛ̀ɲɛ́,yà:ŋà-ɛ̀ɲɛ́,,,,,,,
jamsay-burhinuscapensis-2,,jamsay,burhinuscapensis,ɲàŋà-ɛ̀ɲɛ́,ɲàŋà-ɛ̀ɲɛ́,,,,,,,
jamsay-buteoauguralis-1,,jamsay,buteoauguralis,cě:ŋ jàráwà,cě:ŋ jàráwà,,,,,,,
jamsay-callosobruchusmaculatus-1,,jamsay,callosobruchusmaculatus,nǐm mà cì-cɛ́:,nǐm mà cì-cɛ́:,,,,,,,
jamsay-calotropisprocera-1,,jamsay,calotropisprocera,pǒw,pǒw,,,,,,,
jamsay-camponotusmaculatus-1,,jamsay,camponotusmaculatus,gì-gɔ̂n,gì-gɔ̂n,,,,,,,
jamsay-camponotussericeus-1,,jamsay,camponotussericeus,ǎn-[nùmò-kúmò],ǎn-[nùmò-kúmò],,,,,,,
jamsay-canavaliaafricana-1,,jamsay,canavaliaafricana,lù:rò-lǒy,lù:rò-lǒy,,,,,,,
jamsay-canislupusfamiliaris-1,,jamsay,canislupusfamiliaris,èjù-ìjú,èjù-ìjú,,,,,,,
jamsay-capparissepiaria-1,,jamsay,capparissepiaria,tǎ:-órówò,tǎ:-órówò,,,,,,,
jamsay-caprimulgustristigma-1,,jamsay,caprimulgustristigma,bɛ̀:rú,bɛ̀:rú,,,,,,,
jamsay-capsicum-1,,jamsay,capsicum,cɛ̀pɛ̂l,cɛ̀pɛ̂l,,,,,,,
jamsay-caracalcaracal-1,,jamsay,caracalcaracal,sá:mà-sú:mò,sá:mà-sú:mò,,,,,,,
jamsay-carallumaacutangula-1,,jamsay,carallumaacutangula,[tì-tǎ: nâ:] mà kòwⁿɔ́,[tì-tǎ: nâ:] mà kòwⁿɔ́,,,,,,,
jamsay-carallumaadscendens-1,,jamsay,carallumaadscendens,[ìj-î:ⁿ]-dúrɔ̀,[ìj-î:ⁿ]-dúrɔ̀,,,,,,,
jamsay-cassiasieberiana-1,,jamsay,cassiasieberiana,cɛ̀m-cɛ́rɛ́wɛ́,cɛ̀m-cɛ́rɛ́wɛ́,,,,,,,
jamsay-cataglyphis-1,,jamsay,cataglyphis,ámà mà [sòm-ì:ⁿ]-kɔ̌:ŋɔ̀,ámà mà [sòm-ì:ⁿ]-kɔ̌:ŋɔ̀,,,,,,,
jamsay-cataloipuscymbiferus-1,,jamsay,cataloipuscymbiferus,sǒm-[kí-kâ:],sǒm-[kí-kâ:],,,,,,,
jamsay-catantopsstramineus-1,,jamsay,catantopsstramineus,[nàm-sɛ̀gɛ̀]-gùnó,[nàm-sɛ̀gɛ̀]-gùnó,,,,,,,
jamsay-ceibapentandra-1,,jamsay,ceibapentandra,jǐm,jǐm,,,,,,,
jamsay-celtistoka-1,,jamsay,celtistoka,gánkɔ̀,gánkɔ̀,,,,,,,
jamsay-cenchrusbiflorus-1,,jamsay,cenchrusbiflorus,kómnó,kómnó,,,,,,,
jamsay-cenchrusprieurii-1,,jamsay,cenchrusprieurii,kòmnò-kùràŋgú,kòmnò-kùràŋgú,,,,,,,
jamsay-centropussenegalensis-1,,jamsay,centropussenegalensis,bògó,bògó,,,,,,,
jamsay-cerastesvipera-1,,jamsay,cerastesvipera,tɔ́m-tɛ̀ŋɛ́,tɔ́m-tɛ̀ŋɛ́,,,,,,,
jamsay-ceratothecasesamoides-1,,jamsay,ceratothecasesamoides,ɔ̀rɔ̀wɔ́,ɔ̀rɔ̀wɔ́,,,,,,,
jamsay-chalcidesocellatus-1,,jamsay,chalcidesocellatus,ó:nó,ó:nó,,,,,,,
jamsay-chamaecristamimosoides-1,,jamsay,chamaecristamimosoides,sìlwàl àrⁿá,sìlwàl àrⁿá,,,,,,,
jamsay-chamaecristanigricans-1,,jamsay,chamaecristanigricans,sìlwàl yǎ:,sìlwàl yǎ:,,,,,,,
jamsay-chamaeleoafricanus-1,,jamsay,chamaeleoafricanus,ɔ̀ɣɔ̌-n jí:nè,ɔ̀ɣɔ̌-n jí:nè,,,,,,,
jamsay-chrotogonussenegalensis-1,,jamsay,chrotogonussenegalensis,núŋúrⁿú-[kí-kâ:],núŋúrⁿú-[kí-kâ:],,,,,,,
jamsay-chrysopogonnigritanus-1,,jamsay,chrysopogonnigritanus,pɛ́:jɛ́,pɛ́:jɛ́,,,,,,,
jamsay-ciconiaabdimii-1,,jamsay,ciconiaabdimii,[à-kɔ̀rɔ̀]-má:ɲá ~ [à-kɔ̀rɔ̀]-má:ɲú,[à-kɔ̀rɔ̀]-má:ɲá ~ [à-kɔ̀rɔ̀]-má:ɲú,,,,,,,
jamsay-ciconiaciconia-1,,jamsay,ciconiaciconia,kɔ̀mɔ́-[tí-têw],kɔ̀mɔ́-[tí-têw],,,,,,,
jamsay-cienfuegosiadigitata-1,,jamsay,cienfuegosiadigitata,[àmà-tígè]-bén-gɔ́ŋɔ́rɔ́,[àmà-tígè]-bén-gɔ́ŋɔ́rɔ́,,,,,,,
jamsay-cienfuegosiadigitata-2,,jamsay,cienfuegosiadigitata,[bɛ̀r-jìrɛ̀-m]-gǒ:rò,[bɛ̀r-jìrɛ̀-m]-gǒ:rò,,,,,,,
jamsay-cissuspopulnea-1,,jamsay,cissuspopulnea,ɛ̀ɲɛ́-[mí-méyⁿ],ɛ̀ɲɛ́-[mí-méyⁿ],,,,,,,
jamsay-cissusquadrangularis-1,,jamsay,cissusquadrangularis,jànà-jàrú,jànà-jàrú,,,,,,,
jamsay-citrulluscolocynthis-1,,jamsay,citrulluscolocynthis,gù-gùn jé:rù,gù-gùn jé:rù,,,,,,,
jamsay-citrulluslanatus-1,,jamsay,citrulluslanatus,[gù-gùn] ná:,[gù-gùn] ná:,,,,,,,
jamsay-citrulluslanatus-2,,jamsay,citrulluslanatus,gù-gûn,gù-gûn,,,,,,,
jamsay-citruslimon-1,,jamsay,citruslimon,lè:mbùrù nɔ̂m,lè:mbùrù nɔ̂m,,,,,,,
jamsay-citruslimon-2,,jamsay,citruslimon,lè:mbúrù,lè:mbúrù,,,,,,,
jamsay-citrussinensis-1,,jamsay,citrussinensis,lè:mbùrù-bâ:,lè:mbùrù-bâ:,,,,,,,
jamsay-citrussinensis-2,,jamsay,citrussinensis,lè:mbùrù dùgú,lè:mbùrù dùgú,,,,,,,
jamsay-cocciniagrandis-1,,jamsay,cocciniagrandis,cě:ŋ-ká:mbè,cě:ŋ-ká:mbè,,,,,,,
jamsay-columbaguinea-1,,jamsay,columbaguinea,púrúgú-dègé,púrúgú-dègé,,,,,,,
jamsay-columbalivia-1,,jamsay,columbalivia,kì-kàjà jɛ́m,kì-kàjà jɛ́m,,,,,,,
jamsay-columbalivia-2,,jamsay,columbalivia,kì-kájà,kì-kájà,,,,,,,
jamsay-columbalivia-3,,jamsay,columbalivia,kì-kàjà gùmò-gúmò,kì-kàjà gùmò-gúmò,,,,,,,
jamsay-combretumaculeatum-1,,jamsay,combretumaculeatum,cémɲé,cémɲé,,,,,,,
jamsay-combretumaculeatum-2,,jamsay,combretumaculeatum,[bɛ̀r-jìrè]-ɛ́:rɛ́,[bɛ̀r-jìrè]-ɛ́:rɛ́,,,,,,,
jamsay-combretumglutinosum-1,,jamsay,combretumglutinosum,bà:rⁿá,bà:rⁿá,,,,,,,
jamsay-combretummicranthum-1,,jamsay,combretummicranthum,gǔ:ⁿ,gǔ:ⁿ,,,,,,,
jamsay-combretummicranthum-2,,jamsay,combretummicranthum,gù:ⁿ bán,gù:ⁿ bán,,,,,,,
jamsay-commelinaforskalaei-1,,jamsay,commelinaforskalaei,bûr-[cì-cɛ́rɛ́] ~ bûl-[cɛ̀-cɛ́rɛ́],bûr-[cì-cɛ́rɛ́] ~ bûl-[cɛ̀-cɛ́rɛ́],,,,,,,
jamsay-commiphoraafricana-1,,jamsay,commiphoraafricana,bɔ̀ɲɔ̀rⁿɔ́,bɔ̀ɲɔ̀rⁿɔ́,,,,,,,
jamsay-commiphorapedunculata-1,,jamsay,commiphorapedunculata,dò:rù-kâ:,dò:rù-kâ:,,,,,,,
jamsay-coniestaignefusalis-1,,jamsay,coniestaignefusalis,kàrá,kàrá,,,,,,,
jamsay-coniestaignefusalis-2,,jamsay,coniestaignefusalis,[sù-sùm]-pégù ~ sùm-pégù,[sù-sùm]-pégù ~ sùm-pégù,,,,,,,
jamsay-coraciasabyssinicus-1,,jamsay,coraciasabyssinicus,ɔ̀ɣɔ́-sě:rùm,ɔ̀ɣɔ́-sě:rùm,,,,,,,
jamsay-corchorus-1,,jamsay,corchorus,ɔ̀rɔ̀-yɛ̀-bònó,ɔ̀rɔ̀-yɛ̀-bònó,,,,,,,
jamsay-corchorusolitorius-1,,jamsay,corchorusolitorius,ɔ̀rɔ̀-yɛ̀-bònò àrⁿá,ɔ̀rɔ̀-yɛ̀-bònò àrⁿá,,,,,,,
jamsay-cordiamyxa-1,,jamsay,cordiamyxa,kɔ̂l,kɔ̂l,,,,,,,
jamsay-cordiasinensis-1,,jamsay,cordiasinensis,gàŋà-pìgú,gàŋà-pìgú,,,,,,,
jamsay-corvusalbus-1,,jamsay,corvusalbus,ká:ŋà,ká:ŋà,,,,,,,
jamsay-corvusruficollis-1,,jamsay,corvusruficollis,kà:ŋà jɛ́m,kà:ŋà jɛ́m,,,,,,,
jamsay-crataevaadansoniisubspodora-1,,jamsay,crataevaadansoniisubspodora,àrⁿá-we᷈:y,àrⁿá-we᷈:y,,,,,,,
jamsay-creoleonafricanus-1,,jamsay,creoleonafricanus,ɲú: nâ:,ɲú: nâ:,,,,,,,
jamsay-cricetomysgambianus-1,,jamsay,cricetomysgambianus,gù-gùjú,gù-gùjú,,,,,,,
jamsay-crinumornatum-1,,jamsay,crinumornatum,úrɔ́-lɔ́jù,úrɔ́-lɔ́jù,,,,,,,
